name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.33029052608695, 11.727208821739133",2002-03-15,16.1,5.6,10.6,16.1,5.6,10.6,7.1,79.73,7.41,,8.7,,,,,8.2,212.9,1017.2,60.6,8.6,,,,,2002-03-15T06:25:47,2002-03-15T18:19:03,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-16,19.1,2,10.4,19.1,2,10.1,4.5,70.96,0,,0,,,,,13,251.3,1017.7,20.3,9,,,,,2002-03-16T06:24:00,2002-03-16T18:20:16,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-17,20.6,4.4,12.4,20.6,3.7,12.4,5.2,64.85,0,,0,,,,,9.4,181.4,1015.7,30.3,10.1,,,,,2002-03-17T06:22:14,2002-03-17T18:21:28,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-18,19.5,5.4,12.8,19.5,5.4,12.8,7.3,71.24,0.65,,4.35,,,,,20.3,200.8,1015.7,39.4,9.1,,,,,2002-03-18T06:20:27,2002-03-18T18:22:40,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-19,15.6,9.6,12.9,15.6,9.6,12.9,9.1,77.98,0,,0,,,,,20.2,208.4,1015.3,86.7,8.7,,,,,2002-03-19T06:18:40,2002-03-19T18:23:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-20,19.1,10.6,14.7,19.1,10.6,14.7,9.8,73.6,0.03,,4.17,,,,,16.8,206.5,1015.2,71,9.7,,,,,2002-03-20T06:16:53,2002-03-20T18:25:04,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-21,22.1,4.7,13.7,22.1,4.2,13.7,8.2,71.91,0,,0,,,,,16.6,241.8,1018.3,4.3,9.8,,,,,2002-03-21T06:15:05,2002-03-21T18:26:16,0.22,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-22,21.1,8.1,14.2,21.1,8.1,14.2,5.7,62.47,0,,0,,,,,13,223.2,1014.3,26,10,,,,,2002-03-22T06:13:18,2002-03-22T18:27:28,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-23,15.1,8.1,11.9,15.1,6.4,11.6,-1.9,38.87,0,,0,,,,,43.9,125.4,1011.2,25.4,11.3,,,,,2002-03-23T06:11:31,2002-03-23T18:28:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-24,12.7,1.2,7.1,12.7,-0.6,5.8,-4,49.24,0,,0,,,,,40.4,108.3,1016.7,29.3,11.7,,,,,2002-03-24T06:09:44,2002-03-24T18:29:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-25,13.9,-2,6.8,13.9,-2,5.9,-4.7,46.15,0,,0,,,,,25,50.7,1017.5,14.4,11.3,,,,,2002-03-25T06:07:56,2002-03-25T18:31:02,0.42,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-26,15.6,-1.1,7,15.6,-1.1,6.3,-2.5,54.24,0,,0,,,,,25.2,88.8,1020,14,11.6,,,,,2002-03-26T06:06:09,2002-03-26T18:32:13,0.46,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-27,10.7,2.4,7.5,10.7,-0.2,5.6,-2.3,50.59,0,,0,,,,,42.1,85.6,1022.2,22.5,11.5,,,,,2002-03-27T06:04:22,2002-03-27T18:33:24,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-28,14.4,3.7,8.7,14.4,2.4,7.1,-2.6,45.74,0,,0,,,,,30.6,54,1024.5,25.7,11.1,,,,,2002-03-28T06:02:35,2002-03-28T18:34:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-29,16.6,2.5,9.3,16.6,-0.2,8.7,-1.1,49.94,0,,0,,,,,22.3,151.9,1025.7,5.5,11.1,,,,,2002-03-29T06:00:48,2002-03-29T18:35:46,0.51,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-30,20.1,-0.2,10.4,20.1,-0.2,10.2,-1.2,50.47,0,,0,,,,,13.8,144.9,1023.3,15.8,11.1,,,,,2002-03-30T05:59:01,2002-03-30T18:36:56,0.53,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-03-31,16.5,2.3,10.4,16.5,0.3,10.2,2.2,59.4,0,,0,,,,,12,192.5,1020.6,66,10.9,,,,,2002-03-31T06:57:14,2002-03-31T19:38:07,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-01,19.1,2.1,11.4,19.1,2.1,11.3,3.4,63.75,0,,0,,,,,14.8,194.6,1017.4,33,8.7,,,,,2002-04-01T06:55:28,2002-04-01T19:39:18,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16170099999,16181099999,16172099999,16180099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-02,21.1,1.4,11.7,21.1,1.4,11.7,1.7,58.14,0,,0,,,,,12,240.8,1017.9,20.2,11.2,,,,,2002-04-02T06:53:42,2002-04-02T19:40:28,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-03,21.1,3.1,13.3,21.1,3.1,13.3,3.2,56.8,0.13,,4.17,,,,,37.1,99.4,1009.3,43.8,11.4,,,,,2002-04-03T06:51:56,2002-04-03T19:41:39,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-04,16.1,10.5,13.7,16.1,10.5,13.8,4.4,54.27,0.09,,4.17,,,,,33.9,59.9,1001.8,73.7,10.1,,,,,2002-04-04T06:50:11,2002-04-04T19:42:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-05,16.4,6.5,11.7,16.4,4.9,11.4,4,60.31,0.1,,4.55,,,,,20.5,191.3,1000.1,55.5,10.8,,,,,2002-04-05T06:48:26,2002-04-05T19:44:00,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-06,14.1,1.1,8.8,14.1,-3.1,8.1,3.5,70.72,4.1,,14.29,,,,,25.9,226,1008.2,44.7,8.3,,,,,2002-04-06T06:46:41,2002-04-06T19:45:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-07,18.1,4.7,12.3,18.1,4,12.1,6.8,71.17,0.8,,6.67,,,,,24.1,117,1015.2,71.4,8,,,,,2002-04-07T06:44:57,2002-04-07T19:46:21,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-08,19.5,8.1,13.5,19.5,6.4,13.2,7.6,69.06,0.8,,5.26,,,,,18.5,247,1015.7,83.1,10.1,,,,,2002-04-08T06:43:13,2002-04-08T19:47:32,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-09,20.1,7.4,11.5,20.1,5.7,11.2,7.4,76.58,13.48,,8.7,,,,,20.5,244.5,1006,83.5,8.6,,,,,2002-04-09T06:41:29,2002-04-09T19:48:42,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-10,18.7,5.7,10.9,18.7,4.8,10.4,4,63.85,0.94,,4.55,,,,,13.8,141.9,1006.4,56.9,10.9,,,,,2002-04-10T06:39:46,2002-04-10T19:49:53,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-11,14.1,8.1,11.2,14.1,7.4,11.2,6.7,74.21,0.74,,10.53,,,,,24,84.6,1006.2,90.5,10.9,,,,,2002-04-11T06:38:04,2002-04-11T19:51:03,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16170099999,16181099999,16172099999,16204099999"
"43.33029052608695, 11.727208821739133",2002-04-12,19.8,10.1,13.9,19.8,10.1,13.9,10.6,81.34,14.43,,9.09,,,,,35.2,235.4,993.4,85.5,7.3,,,,,2002-04-12T06:36:22,2002-04-12T19:52:14,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16170099999,16181099999,16172099999,16204099999"
