name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.30160717081344, 11.746716738618668",2015-03-15,12.4,3.9,8.4,12.4,3.9,8.1,4.8,79.2,2.85,100,4.17,rain,,,50,22,75.7,991.6,52.2,8.6,79.8,6.9,3,,2015-03-15T06:25:57,2015-03-15T18:18:48,0.85,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-16,10.3,7.3,8.8,10.3,7.3,8.6,6.8,87.2,24.52,100,16.67,rain,,,,9.9,125.8,,88.1,6.5,44,3.8,2,,2015-03-16T06:24:11,2015-03-16T18:20:01,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-17,13.4,8.3,10.9,13.4,8.3,10.9,6.7,76.3,16.7,100,12.5,rain,,,42.5,20.3,80.6,994.8,61.7,8.2,162.5,14.1,6,,2015-03-17T06:22:24,2015-03-17T18:21:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-18,16.2,5.7,10.7,16.2,5.7,10.6,4.2,66.3,0,0,0,,,,,14.8,142.3,,10.2,10,209.7,18,7,,2015-03-18T06:20:37,2015-03-18T18:22:25,0.98,Clear,Clear conditions throughout the day.,clear-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-19,17.5,1.5,10,17.5,1.5,10,2.4,63.9,0,0,0,,,,,12.8,106.7,,0,9.9,227.9,19.6,8,,2015-03-19T06:18:51,2015-03-19T18:23:37,1,Clear,Clear conditions throughout the day.,clear-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-20,18.6,2.3,9.9,18.6,2.3,9.9,2,62.8,0,0,0,,,,,14.1,140.2,,0.5,10,207.5,18,7,,2015-03-20T06:17:04,2015-03-20T18:24:49,0,Clear,Clear conditions throughout the day.,clear-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-21,14.4,3.5,8.6,14.4,3.5,8.6,4,74.6,0,0,0,,,,,12.6,165.4,,10.2,8.8,117.7,10.2,4,,2015-03-21T06:15:17,2015-03-21T18:26:01,0.01,Clear,Clear conditions throughout the day.,clear-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-22,13.3,6.3,9.3,13.3,6.3,9.3,5,76.1,0,0,0,,,,50,22.6,71.4,,61.4,9.3,110.7,9.3,4,,2015-03-22T06:13:29,2015-03-22T18:27:12,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-23,16.9,9.3,12.6,16.9,9.3,12.6,5.7,63.8,0,0,0,,,,42.5,22.1,64.6,,32.2,10,196.4,17,7,,2015-03-23T06:11:42,2015-03-23T18:28:24,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-24,17.3,8.2,12.4,17.3,8.2,12.4,7.1,71.8,0.78,100,8.33,rain,,,,11.8,99.5,,44.7,9.4,176.9,15.1,6,,2015-03-24T06:09:55,2015-03-24T18:29:35,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-25,13.2,11.4,12.1,13.2,11.4,12.1,9.2,82.7,11.55,100,8.33,rain,,,55.4,22.6,73.7,,67.6,8.4,58.6,5.2,2,,2015-03-25T06:08:08,2015-03-25T18:30:46,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-26,16.5,10.3,13.1,16.5,10.3,13.1,9.9,81,14.37,100,8.33,rain,,,,24.6,204.3,,82.2,8.8,188.6,16.3,6,,2015-03-26T06:06:21,2015-03-26T18:31:57,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-27,12.1,9.3,10.6,12.1,9.3,10.6,7.2,79.8,8.18,100,8.33,rain,,,48.2,28.2,151.3,,78,6.8,133.7,11.6,5,,2015-03-27T06:04:34,2015-03-27T18:33:08,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-28,16.3,5.6,12,16.3,5.6,11.9,0,46,0,0,0,,,,48.2,25,69.3,,27.8,10,258.7,22.3,8,,2015-03-28T06:02:47,2015-03-28T18:34:19,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-29,19.2,2.1,10.6,19.2,2.1,10.6,2,59.8,0,0,0,,,,,17.9,149.5,,2.3,10,257.5,21.4,8,,2015-03-29T07:01:00,2015-03-29T19:35:30,0.36,Clear,Clear conditions throughout the day.,clear-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-30,16.4,8.7,12.2,16.4,8.7,12.2,8.4,78.1,0,0,0,,,,,16.2,216,1018.6,56,10,242.7,21,8,,2015-03-30T06:59:13,2015-03-30T19:36:41,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
"43.30160717081344, 11.746716738618668",2015-03-31,19.5,6.5,13.6,19.5,6.5,13.5,8.9,75.5,0,0,0,,,,44.6,23.4,210.3,,41.5,9,255.6,22,8,,2015-03-31T06:57:27,2015-03-31T19:37:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,LIRZ,16181099999,16172099999,LIRQ"
