name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.36527052222222, 10.593618455555555",2017-03-15,20.4,3.6,11.5,20.4,2.8,11.2,2.3,58.6,0,0,0,,,,,17.3,128,1026.1,3.8,17.4,220.4,18.9,7,,2017-03-15T06:29:38,2017-03-15T18:24:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-16,19.8,5,11.8,19.8,4.1,11.6,3.9,61.7,0,0,0,,,,,14.5,190.3,1023.8,5,16.7,224.2,19.4,8,,2017-03-16T06:27:52,2017-03-16T18:25:13,0.57,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-17,17.1,5.6,10.7,17.1,4.3,10.6,6.5,76.9,0,0,0,,,,,18.4,186.6,1020.8,27.1,12.2,222,19.1,7,,2017-03-17T06:26:05,2017-03-17T18:26:26,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-18,16.8,6.8,12.2,16.8,5.3,11.9,8.8,80.8,0,0,0,,,,31.7,13.6,194.5,1015.4,55.3,11.5,187,16.3,7,,2017-03-18T06:24:18,2017-03-18T18:27:38,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-19,17.9,9.6,13.6,17.9,9.6,13.6,10.3,81.1,0,0,0,,,,,12.2,201.4,1013.7,52.2,9.2,225.1,19.6,8,,2017-03-19T06:22:31,2017-03-19T18:28:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-20,17.4,11,13.9,17.4,11,13.9,10.6,81.3,0,0,0,,,,,10.3,171.4,1014.2,66.6,9.4,139.2,12,5,,2017-03-20T06:20:44,2017-03-20T18:30:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-21,18.1,10,13.6,18.1,10,13.6,10.3,81.5,0,0,0,,,,,12.1,187.7,1012.3,66.9,11.3,182.3,15.6,7,,2017-03-21T06:18:56,2017-03-21T18:31:14,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-22,16.6,11.7,13.9,16.6,11.7,13.9,11.3,84.3,0.11,100,4.17,rain,,,,12.6,241.3,1013.6,66.5,9.9,186.3,16,6,,2017-03-22T06:17:09,2017-03-22T18:32:25,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-23,18.2,12.4,14.7,18.2,12.4,14.7,11,79.3,0,0,0,,,,,19.6,140.4,1017.9,62.8,10.6,208.1,18.1,7,,2017-03-23T06:15:22,2017-03-23T18:33:37,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
"43.36527052222222, 10.593618455555555",2017-03-24,21.4,10.6,15.3,21.4,10.6,15.3,10,72.6,0,0,0,,,,,13.3,147.1,1021.6,30.8,11.3,137.2,11.7,5,,2017-03-24T06:13:34,2017-03-24T18:34:48,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16206099999,LIRQ"
