name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.436326143337055, 11.271265190068254",2017-03-15,20.5,3.3,12.1,20.5,3.3,12.1,1.9,54.3,0,0,0,,,,,15.6,87.8,1026.3,2.1,14.3,223.6,19.3,8,,2017-03-15T06:26:57,2017-03-15T18:21:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-16,20.3,4.2,11.9,20.3,4.2,11.9,3.2,58.3,0,0,0,,,,,10.2,191.6,1024,2,13.4,223.2,19.4,7,,2017-03-16T06:25:10,2017-03-16T18:22:30,0.57,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-17,18.4,4.1,10.9,18.4,3,10.7,5.4,71.2,0,0,0,,,,,19,167.8,1020.9,7.5,12.3,225.8,19.5,8,,2017-03-17T06:23:23,2017-03-17T18:23:43,0.61,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-18,17.9,7.3,12.6,17.9,5.6,12.3,8.4,76.8,0,0,0,,,,31.7,14.9,186.5,1015.3,27.8,11.6,207.5,17.9,8,,2017-03-18T06:21:36,2017-03-18T18:24:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-19,18.2,10.4,14.1,18.2,10.4,14.1,10,77.2,0,0,0,,,,,7.9,199.5,1013.8,38.9,9.8,217.4,18.9,8,,2017-03-19T06:19:48,2017-03-19T18:26:07,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-20,18.4,11,14.4,18.4,11,14.4,10.5,78.3,0,0,0,,,,,8,194.8,1014.2,47.4,9.8,131.8,11.4,5,,2017-03-20T06:18:01,2017-03-20T18:27:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-21,19.1,9.7,14.1,19.1,9.3,14.1,10,77.6,0,0,0,,,,,9.2,202,1012.4,51.4,10.7,197.3,17,6,,2017-03-21T06:16:13,2017-03-21T18:28:32,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-22,17.1,11.6,14.3,17.1,11.6,14.3,10.8,80,0.02,100,4.17,rain,,,,10.8,233.9,1013.5,53.4,10.1,110.4,9.5,4,,2017-03-22T06:14:26,2017-03-22T18:29:43,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-23,18.6,12.3,14.9,18.6,12.3,14.9,10.7,76.6,0,0,0,,,,,14.1,143.8,1017.9,44.8,10.4,172.9,15,7,,2017-03-23T06:12:38,2017-03-23T18:30:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-24,22.8,9.7,15.9,22.8,9.7,15.9,9.5,68.5,0,0,0,,,,,13.8,112.7,1021.6,21,10.6,150.7,13,5,,2017-03-24T06:10:51,2017-03-24T18:32:07,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
"43.436326143337055, 11.271265190068254",2017-03-25,23.2,10.2,16.2,23.2,10.2,16.2,9.5,66.7,0.02,100,4.17,rain,,,46.4,16.8,183.3,1020.3,21.9,10.6,225,19.3,8,,2017-03-25T06:09:03,2017-03-25T18:33:18,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16170099999,16158099999,16171099999,16172099999,16206099999,LIRQ"
