name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.33029052608695, 11.727208821739133",2005-03-15,17.1,2.1,10.4,17.1,-0.2,9.9,3.1,64.74,0,,0,,,,,18.4,155.9,,27.3,11.1,,,,,2005-03-15T06:25:18,2005-03-15T18:19:24,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-16,21.1,2.1,11.9,21.1,-1.1,11.4,3.5,60.05,0,,0,,,,,16.6,169.7,,0,10.5,,,,,2005-03-16T06:23:31,2005-03-16T18:20:36,0.19,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-17,22.1,3.1,12.9,22.1,0.1,12,4,58.55,0,,0,,,,,77.8,162.5,,0.4,10.5,,,,,2005-03-17T06:21:45,2005-03-17T18:21:48,0.24,Clear,Clear conditions throughout the day.,wind,"16181099999,16180099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-18,21.1,5.1,13.7,21.1,4.5,13.6,3.2,52.24,0,,0,,,,,16.6,276.7,,0,11.3,,,,,2005-03-18T06:19:58,2005-03-18T18:23:01,0.28,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-19,20.1,1.1,12.6,20.1,-2.7,12.3,2.4,53.12,0,,0,,,,,16.6,147.8,,0,12.8,,,,,2005-03-19T06:18:11,2005-03-19T18:24:13,0.33,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-20,18.1,1.1,11.9,18.1,-1.4,11.4,4.3,62.42,0,,0,,,,,13,180,,0,9.8,,,,,2005-03-20T06:16:23,2005-03-20T18:25:24,0.37,Clear,Clear conditions throughout the day.,clear-day,16181099999
"43.33029052608695, 11.727208821739133",2005-03-21,18.1,3.1,11.2,18.1,1.7,10.7,4,65.09,0,,0,,,,,9.4,198.9,,11.3,11.5,,,,,2005-03-21T06:14:36,2005-03-21T18:26:36,0.41,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-22,19.1,6.1,12.1,19.1,3.7,11.9,4.1,60.57,0,,0,,,,,11.2,144,,38.6,10.6,,,,,2005-03-22T06:12:49,2005-03-22T18:27:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-23,18.1,9.1,13.4,18.1,8,13.4,5.6,60.43,0,,0,,,,,13,112.4,,79.3,12.2,,,,,2005-03-23T06:11:02,2005-03-23T18:28:59,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-24,20.1,8.8,14.4,20.1,7.4,14.3,7.6,65.05,0,,0,,,,,13,144,,60,11.4,,,,,2005-03-24T06:09:14,2005-03-24T18:30:10,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-25,16.1,9.2,13,16.1,9.2,13,10.2,83.6,0,,0,,,,,11.2,171.3,,83.7,8.1,,,,,2005-03-25T06:07:27,2005-03-25T18:31:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-26,17.1,10.2,13.4,17.1,10.2,13.4,10.6,84.1,0,,0,,,,,11.2,137.5,,82.4,7.3,,,,,2005-03-26T06:05:40,2005-03-26T18:32:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-27,15.1,11.1,12.5,15.1,11.1,12.6,10.7,88.84,0,,0,,,,,22.3,200.6,,98.2,8.1,,,,,2005-03-27T07:03:52,2005-03-27T19:33:44,0.52,Overcast,Cloudy skies throughout the day.,cloudy,16181099999
"43.33029052608695, 11.727208821739133",2005-03-28,18.1,9.1,13.6,18.1,7.6,13.5,9.7,78.64,0,,0,,,,,14.8,203.8,,78.9,9.5,,,,,2005-03-28T07:02:05,2005-03-28T19:34:55,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,16181099999
"43.33029052608695, 11.727208821739133",2005-03-29,18.1,5.1,12.2,18.1,2.2,11.9,8.5,79.2,0,,0,,,,,14.8,235.6,,68.7,9,,,,,2005-03-29T07:00:19,2005-03-29T19:36:05,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-30,19.1,6.1,12.7,19.1,6.1,12.8,7,71.29,0,,0,,,,,22.3,236.7,,57.4,10.9,,,,,2005-03-30T06:58:32,2005-03-30T19:37:16,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-03-31,19.1,7.1,13.5,19.1,5.3,13.4,7,65.95,0,,0,,,,,31.3,83.8,,38.5,11.2,,,,,2005-03-31T06:56:45,2005-03-31T19:38:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-04-01,15.1,6.1,11.1,15.1,3.1,10.4,2.6,57.91,0,,0,,,,,38.9,104.4,,20.6,11.1,,,,,2005-04-01T06:54:59,2005-04-01T19:39:38,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-04-02,16.1,4.9,10.5,16.1,2.8,9.4,1.2,54.53,0,,0,,,,,27.7,124.7,,14.1,11,,,,,2005-04-02T06:53:13,2005-04-02T19:40:48,0.78,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
"43.33029052608695, 11.727208821739133",2005-04-03,18.1,2.1,10.4,18.1,-0.7,9.5,-1.4,48.84,0,,0,,,,,24.1,181.1,,0,10,,,,,2005-04-03T06:51:27,2005-04-03T19:41:59,0.84,Clear,Clear conditions throughout the day.,clear-day,16181099999
"43.33029052608695, 11.727208821739133",2005-04-04,19.1,1.1,11.1,19.1,-2.7,10.4,1.1,53.99,0,,0,,,,,18.4,165.9,,9.2,11.8,,,,,2005-04-04T06:49:42,2005-04-04T19:43:10,0.89,Clear,Clear conditions throughout the day.,clear-day,"16181099999,16204099999"
