name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.38037826115361, 11.511872720831898",2006-03-15,11.8,0.7,6.5,11.8,0.4,6.2,-0.4,63.67,0,,0,,,,,9.1,,1016.6,19.4,12.8,,,,,2006-03-15T06:26:35,2006-03-15T18:19:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-16,7,5.1,6,7,3.4,5.7,3.1,81.65,10.57,,8.33,,,,,10.1,,1015.7,65.9,8.1,,,,,2006-03-16T06:24:48,2006-03-16T18:21:09,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-17,10.9,2,6.7,10.9,2,6.3,-0.5,62.84,0,,0,,,,,14.3,,1016.5,26.1,12.8,,,,,2006-03-17T06:23:01,2006-03-17T18:22:22,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-18,12,1.1,6.8,12,1.1,6.5,-1.4,58.61,0,,0,,,,,12.3,,1015.4,21.7,11.3,,,,,2006-03-18T06:21:14,2006-03-18T18:23:34,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-19,11.6,5.8,7.8,11.6,5.2,7.3,1.7,65.43,0.35,,8.33,,,,,10.1,,1013.5,37.4,9.7,,,,,2006-03-19T06:19:27,2006-03-19T18:24:46,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16170099999,16171099999,16172099999,16206099999"
"43.38037826115361, 11.511872720831898",2006-03-20,11,5.6,8.2,11,5.6,8.2,4.6,78.53,0,,0,,,,,2.4,,1013.2,74.1,6.3,,,,,2006-03-20T06:17:40,2006-03-20T18:25:58,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-21,13.2,8.5,10.6,13.2,8,10.5,8.7,88.2,5.43,,12.5,,,,,18.2,,1010.9,66.2,6.1,,,,,2006-03-21T06:15:53,2006-03-21T18:27:10,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-22,11.9,9.9,10.6,11.9,9.9,10.6,8.7,87.92,8.46,,12.5,,,,,6.3,,1004.5,72.2,8.4,,,,,2006-03-22T06:14:05,2006-03-22T18:28:22,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-23,13.7,6,10.3,13.7,6,10.3,6.3,77.8,0.37,,4.17,,,,,14.6,,1005.5,52.1,10.5,,,,,2006-03-23T06:12:18,2006-03-23T18:29:34,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-24,10.1,3.5,7.1,10.1,3.5,7.1,3.6,79.6,2.25,,4.17,,,,,3.8,,1012.3,53.6,9.5,,,,,2006-03-24T06:10:30,2006-03-24T18:30:45,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-25,13.9,7.7,10.6,13.9,7.7,10.6,8,84.16,0.63,,8.33,,,,,7.9,,1015.9,68.2,6.4,,,,,2006-03-25T06:08:43,2006-03-25T18:31:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-26,17.4,6.7,11.7,17.4,6.7,11.6,8.6,81.98,0,,0,,,,,16,,1022.3,63.9,8.5,,,,,2006-03-26T07:06:55,2006-03-26T19:33:08,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999"
"43.38037826115361, 11.511872720831898",2006-03-27,17.6,7.3,12.5,17.6,7.3,12.5,8.9,79.56,0,,0,,,,,12.2,,1021.4,50.8,8.3,,,,,2006-03-27T07:05:08,2006-03-27T19:34:19,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-28,15.1,7.5,11.7,15.1,7.5,11.7,9.2,85.48,0,,0,,,,,17.4,,1013.6,42.1,8.7,,,,,2006-03-28T07:03:21,2006-03-28T19:35:30,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-29,15.5,9.2,12.4,15.5,7.6,12.1,5,62.39,0,,0,,,,,24.4,,1014.3,37.2,11.8,,,,,2006-03-29T07:01:34,2006-03-29T19:36:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-30,16.9,5.5,11.8,16.9,5.5,11.8,5.2,66.9,0,,0,,,,,18.2,,1020.5,37.2,13.1,,,,,2006-03-30T06:59:47,2006-03-30T19:37:52,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
"43.38037826115361, 11.511872720831898",2006-03-31,17.6,6.7,12.5,17.6,6.7,12.5,7,70.65,0,,0,,,,,12.3,,1019.5,23.8,11.6,,,,,2006-03-31T06:58:00,2006-03-31T19:39:03,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16170099999,16171099999,16172099999,16206099999,16204099999"
