name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.05660960869566, 11.48519057614864",2010-03-15,10.7,2.3,6.4,10.7,0.3,5.6,2.1,74.9,0,0,0,,,5,,10.3,139.3,1018.8,37.3,12.1,180.1,15.5,6,,2010-03-15T06:26:33,2010-03-15T18:20:09,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-16,11.7,1.2,6.7,11.7,-1.4,6.3,0.9,67.7,0,0,0,,,,,13.8,180,1022.7,19,12.3,187.6,16.2,7,,2010-03-16T06:24:48,2010-03-16T18:21:21,0,Clear,Clear conditions throughout the day.,clear-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-17,13.2,0.8,7.2,13.2,-2.2,6.4,0.1,62.4,0,0,0,,,,,12.6,198.4,1031,13.1,18,200.9,17.4,8,,2010-03-17T06:23:02,2010-03-17T18:22:32,0.01,Clear,Clear conditions throughout the day.,clear-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-18,12.1,2.6,7.4,12.1,-0.1,6.1,4,79.4,0,0,0,,,,,16.2,186.7,1032.9,36.1,14.8,210.3,18.4,7,,2010-03-18T06:21:16,2010-03-18T18:23:44,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-19,11.2,3.8,8.2,11.2,1.2,7.1,5.1,81.2,0,0,0,,,,,14.8,136.3,1031,41.2,12.5,177.1,15.2,6,,2010-03-19T06:19:30,2010-03-19T18:24:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-20,13.3,8.6,11.1,13.3,6.8,10.5,8.3,83.1,0,0,0,,,,,24.9,140,1027.6,70.6,10.3,146.7,12.6,5,,2010-03-20T06:17:44,2010-03-20T18:26:06,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS"
"43.05660960869566, 11.48519057614864",2010-03-21,14.7,10.6,12.6,14.7,10.6,12.6,9.9,83.8,0,0,0,,,,51.8,26.3,145.9,1025.5,69.4,9.1,135.4,11.6,6,,2010-03-21T06:15:57,2010-03-21T18:27:17,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS"
"43.05660960869566, 11.48519057614864",2010-03-22,14.9,9.2,12.3,14.9,8,12.1,6,66.9,0.95,100,12.5,rain,,,,11.5,151,1021.7,74.3,14.3,87.5,7.6,3,,2010-03-22T06:14:11,2010-03-22T18:28:27,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-23,16.8,7.6,11.9,16.8,5.9,11.6,7.6,75.9,0,0,0,,,,,11.5,111.9,1018.2,34.5,15.5,162.8,14,6,,2010-03-23T06:12:24,2010-03-23T18:29:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,remote,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-24,15.6,8.1,11.4,15.6,6.8,11.1,6.9,74.2,0,0,0,,,,,11.9,114,1016.9,44.7,14.5,221.1,19.2,7,,2010-03-24T06:10:38,2010-03-24T18:30:49,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-25,14.2,6.3,10.8,14.2,5,10.5,7.8,81.7,0,0,0,,,,,15.7,126.1,1018.6,45.6,11.6,231.9,20,8,,2010-03-25T06:08:51,2010-03-25T18:31:59,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-26,14.2,9.7,12.2,14.2,8.5,12.2,9.3,82.6,0,0,0,,,,,20.5,154.7,1017.8,67.3,9.3,219.6,18.9,7,,2010-03-26T06:07:05,2010-03-26T18:33:09,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS,16204099999"
"43.05660960869566, 11.48519057614864",2010-03-27,17.7,6.7,12.6,17.7,5.3,12.5,7.3,71,0,0,0,,,,,17.8,181.6,1013.7,30.8,12.2,239.8,20.6,8,,2010-03-27T06:05:19,2010-03-27T18:34:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,16206099999,LIRS"
"43.05660960869566, 11.48519057614864",2010-03-28,17.9,7.9,13.1,17.9,7.3,13.1,7.2,69.3,0,0,0,,,,,20.2,184.9,1015.4,32.2,19,243.8,20.1,8,,2010-03-28T07:03:32,2010-03-28T19:35:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16168099999,16172099999,remote,16206099999,LIRS"
