name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"43.19560487063983, 10.611690788571766",2013-03-15,9.6,3.9,6.2,6.9,0.2,3.2,-2.7,53.9,0,0,0,,,,,26.2,91.3,1003.2,52.6,15.7,185.9,16,6,,2013-03-15T06:29:35,2013-03-15T18:23:57,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-16,10.7,0,5,10.7,-4,3.1,-3.9,57.5,0,0,0,,,,,15.5,134.5,1018.1,16.9,16.1,224.6,19.5,8,,2013-03-16T06:27:49,2013-03-16T18:25:09,0.11,Clear,Clear conditions throughout the day.,clear-day,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-17,9.4,3.1,6.9,6.1,0.1,3.4,2.9,76.6,2.66,100,4.17,rain,,,,36.4,102.8,1014.2,70.2,9.2,102.2,8.7,4,,2013-03-17T06:26:03,2013-03-17T18:26:21,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-18,13.2,9.1,11.1,13.2,5.6,10.2,7.3,78.9,36.85,100,12.5,rain,,,,44.7,190.8,999,69.3,8,149.5,12.8,5,,2013-03-18T06:24:17,2013-03-18T18:27:32,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-19,14,7.3,11.2,14,4.6,10.7,1.6,53.8,0,0,0,,,,,47.5,234.8,1005.5,34.1,15.3,240.1,20.7,8,,2013-03-19T06:22:30,2013-03-19T18:28:44,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-20,12.6,4.4,8.1,12.6,3.4,6.9,6.3,88.5,12.1,100,8.33,rain,,,,28.8,144.7,1006.5,58.5,11,92.4,7.9,4,,2013-03-20T06:20:43,2013-03-20T18:29:55,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-21,15,4.9,9.6,15,3.4,8.9,3.4,69.6,6.17,100,8.33,rain,,,,33.5,243.2,1012,23.5,13.4,244.6,21.1,8,,2013-03-21T06:18:56,2013-03-21T18:31:07,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-22,15.1,4.8,9.3,15.1,2.4,8.4,4.8,76,0,0,0,,,,,14.5,133.5,1013.5,45.9,17.2,227.3,19.5,7,,2013-03-22T06:17:10,2013-03-22T18:32:18,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-23,15.6,4.2,9.8,15.6,1.8,9.2,6.8,82.7,0,0,0,,,,,19.9,117.9,1012.1,49,14.9,222.1,19.4,8,,2013-03-23T06:15:23,2013-03-23T18:33:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRX,16158099999,16206099999,LIRS,16197099999"
"43.19560487063983, 10.611690788571766",2013-03-24,15.7,9.1,12,15.7,7.4,11.6,6.9,73.3,6.06,100,12.5,rain,,,,23,107,1003.2,71.4,12.5,94.1,8.2,4,,2013-03-24T06:13:36,2013-03-24T18:34:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRX,16158099999,16206099999,LIRS,16197099999"
