name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"38.943136294050326, 16.463642962234065",2005-03-15,15.9,4.1,9.6,15.9,1.7,9,3.9,67.83,0,,0,,,,,13.9,175,,3.9,10.3,,,,,2005-03-15T06:05:32,2005-03-15T18:01:10,0.14,Clear,Clear conditions throughout the day.,clear-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-16,15.3,2.8,9,15.3,1.2,8.1,3.8,70.34,0,,0,,,,,16.7,178.6,,6.2,11,,,,,2005-03-16T06:03:58,2005-03-16T18:02:10,0.19,Clear,Clear conditions throughout the day.,clear-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-17,15.3,4.5,9.6,15.3,2.4,8.9,3.1,64.38,0,,0,,,290,,13.3,198.5,,10.9,10.8,,,,,2005-03-17T06:02:25,2005-03-17T18:03:09,0.24,Clear,Clear conditions throughout the day.,clear-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-18,15.6,5.5,10.7,15.6,5.5,10.7,4.2,64.48,0,,0,,,275,,15.3,284.1,,36.5,10,,,,,2005-03-18T06:00:50,2005-03-18T18:04:08,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-19,14.2,9.2,11.8,14.2,8.1,11.6,3.7,59.13,0,,0,,,275,,18.8,239,,59.2,8.5,,,,,2005-03-19T05:59:16,2005-03-19T18:05:08,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-20,14.9,8.6,11.9,14.9,7.7,11.8,5.6,65.87,0,,0,,,270,,19.2,251.7,,51.3,9.5,,,,,2005-03-20T05:57:42,2005-03-20T18:06:06,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-21,15.3,5.1,10.3,15.3,4,10,4.8,69.21,0,,0,,,245,,18.2,190.1,,21.6,10.4,,,,,2005-03-21T05:56:07,2005-03-21T18:07:05,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-22,14.9,5.1,9.7,14.9,4,9.2,4.1,68.74,0,,0,,,238,,11.5,187.8,,31,8.9,,,,,2005-03-22T05:54:33,2005-03-22T18:08:04,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-23,16.7,5.1,11.1,16.7,2.9,10.6,4,62.42,0,,0,,,235,,18.7,211.2,,48.7,9.2,,,,,2005-03-23T05:52:58,2005-03-23T18:09:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
"38.943136294050326, 16.463642962234065",2005-03-24,17.1,8.5,13,17.1,7,12.8,7.3,68.53,0,,0,,,230,,31.5,92.2,,53.8,8.4,,,,,2005-03-24T05:51:24,2005-03-24T18:10:01,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16362099999,16344599999,16350099999"
