,id,name,producer,nation,local1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,latitudine,longitudine,cec,cfvo,clay,nitrogen,phh2o,sand,silt,tempmax,tempmin,temp,dew,humidity,precip,windspeed,solarradiation,solarenergy,uvindex,score
59,156952,"Donnafugata, Angheli",Donnafugata,Italy,Sicilia,Red,Table,13,16~18,1,3,4,4,79000,2016,750,37.79586601848224,12.465858454596376,201.0,116.0,377.0,212.0,72.0,250.0,373.0,25.6065,16.8295,21.3575,16.273,74.693,94.2,28.0475,282.3495,24.377,8.735,3.9
60,157075,"Feudi, di San Gregorio Patrimo",Feudi Feudi di San Gregorio,Italy,Campania,Red,Table,14,10~12,1,3,4,3,450000,2013,750,40.9111903792142,14.867403737682803,260.0,133.0,312.0,379.0,73.0,304.0,384.0,23.4345,14.7715,19.0365,12.865,69.1635,244.34,19.3945,274.29600000000005,23.679,8.41,4.2
61,157662,Ornellaia Le Serre Nuove,Ornellaia,Italy,Toscana,Red,Table,14.5,15~17,1,4,3,3,165000,2012,750,43.2340065,10.6179334,233.0,102.0,293.0,365.0,75.0,356.0,352.0,26.005,14.68,20.370500000000003,14.398,71.5555,269.15,21.367,274.1415,23.676,8.275,4.2
62,158340,"Feudi del Pisciotto, Baglio Syrah Merlot",Feudi del Pisciotto,Italy,Sicilia,Red,Table,13.5,16~18,1,3,3,3,55000,2014,750,37.115731110448216,14.411943195222069,222.0,117.0,359.0,230.0,76.0,258.0,382.0,24.996,15.36,20.4865,13.425,66.165,72.0,21.847,287.962,24.8675,8.905,3.5
63,159284,"La Tordera, Gabry Rose Spumante",La Tordera,Italy,Veneto,Sparkling,Table,12,6~8,1,3,3,1,58000,0,750,45.8616409,12.0387488,270.0,158.0,289.0,625.0,66.0,291.0,420.0,24.386,15.0345,19.7415,14.2945,73.127,570.4300000000001,15.952,239.73,20.708,7.38,3.8
64,160460,Giacomo Marengo Armire Langhe,Giacomo Marengo,Italy,Piemonte,Red,Table,,,1,3,4,4,450000,2005,750,43.33029052608695,11.727208821739133,275.0,108.0,296.0,296.0,77.0,304.0,400.0,24.8785,13.033499999999998,19.215,11.305,63.92759999999999,207.47000000000003,19.107000000000003,,,,4.3
65,161721,"Barone Montalto, Collezione di Famiglia Merlot",Barone Montalto,Italy,Sicilia,Red,Table,14~15,16~18,1,3,4,3,62500,2014,750,37.79586601848224,12.465858454596376,201.0,116.0,377.0,212.0,72.0,250.0,373.0,25.025,16.705,20.997,16.634500000000003,78.25399999999999,133.87,25.997,282.9485,24.443,8.78,3.9
66,162922,"Poggio Torselli, Raniero",Poggio Torselli,Italy,Toscana,Red,Table,,,1,3,3,3,0,2015,750,43.66984987655893,11.196492380114918,229.0,94.0,288.0,394.0,74.0,402.0,310.0,26.472,14.313000000000002,20.4505,12.1485,62.91299999999999,319.99,19.6335,264.085,22.797000000000004,7.975,3.8
67,162935,"Mondello, Rinero Veneto Desmonta",Mondello Wines,Italy,Veneto,Red,Table,,,1,3,4,3,0,2013,750,45.401528909139735,11.229835868539752,297.0,130.0,238.0,531.0,69.0,295.0,466.0,24.4505,15.184,19.8385,13.303,68.87950000000001,661.28,16.4775,236.4685,20.4265,7.29,3.5
68,162936,"Mondello, Nero d'Arcole Desmonta",Mondello Wines,Italy,Veneto,Red,Table,,,1,4,4,3,0,2012,750,45.401528909139735,11.229814410868393,297.0,130.0,238.0,531.0,69.0,295.0,466.0,26.497000000000003,16.0565,21.2815,14.954,71.957,386.41,16.363000000000003,253.535,21.888,7.69,3.9
69,162938,"Bixio, Denxo Desmonta Super Appassimento",Bixio Poderi,Italy,Veneto,Red,Table,,,1,3,3,3,0,0,750,45.401552376008695,11.229623726211152,297.0,130.0,238.0,531.0,69.0,295.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
70,162961,"Vignano Fanucci, Merlino",Vignano Fanucci,Italy,Toscana,Red,Table,,,1,3,3,3,0,2015,750,43.55664438103482,11.13055243963164,265.0,112.0,313.0,440.0,74.0,275.0,412.0,25.732,14.127,19.9755,12.094,64.07600000000001,338.13,19.1985,264.085,22.797000000000004,7.975,3.8
71,163009,"Le Fabbriche, Merlot Palma",Le Fabbriche,Italy,Toscana,Red,Table,,,1,3,3,3,0,2015,750,43.30160717081344,11.746716738618668,271.0,107.0,287.0,270.0,77.0,282.0,430.0,25.843000000000004,13.4115,19.7465,12.4685,66.6055,342.04,17.3415,263.9475,22.7865,7.98,3.5
72,163084,"Poggio al Tesoro, Il Seggio ",Poggio al Tesoro,Italy,Toscana,Red,Table,14,16~18,1,3,4,4,138000,2017,750,43.21763225970668,10.614775580769296,240.0,124.0,247.0,263.0,76.0,388.0,366.0,25.09,15.124,20.2585,14.204499999999998,70.77,217.55,18.233,282.035,24.348,8.415,4.1
73,163241,"Franz-Haas, Merlot",FranzHaas,Italy,TrentinoAlto Adige,Red,Table,13~14,16~18,1,3,4,3,180000,2016,750,46.32208477928393,11.288035350534866,279.0,206.0,227.0,847.0,63.0,443.0,330.0,13.5905,6.2875,9.6415,4.564,72.075,437.84,21.4415,226.4915,19.554500000000004,6.93,3.9
74,163484,"Famiglia Cotarella, Montiano",Famiglia Cotarella,Italy,Lazio,Red,Table,,,1,3,3,3,0,2016,750,42.652159142044006,12.244261379854033,266.0,104.0,292.0,290.0,74.0,248.0,460.0,23.849,11.6145,17.434,11.1235,69.164,296.03,20.827,260.9055,22.523000000000003,7.945,4.2
75,163511,"Le Monde, Friuli Merlot",Le Monde,Italy,Friuli Venezia Giulia,Red,Table,,,1,3,3,3,0,2017,750,45.86058621041889,12.554067370215646,319.0,104.0,395.0,672.0,74.0,107.0,499.0,24.591,15.087,19.868,14.2685,72.34949999999999,730.53,14.011500000000002,242.29,20.9225,7.45,3.5
76,163550,Orma Rosso Super Tuscan,Orma,Italy,,Red,Table,14~15,15~17,1,3,4,4,0,2016,750,43.1655109315899,10.609390766385436,250.0,122.0,257.0,352.0,74.0,379.0,364.0,24.2995,15.206,19.915,14.609000000000002,73.71600000000001,227.82,19.5275,275.157,23.7595,8.33,3.6
77,163551,Passi di Orma the Second,Orma,Italy,,Red,Table,14~15,15~17,1,3,4,4,0,2017,750,43.1655109315899,10.609390766385436,250.0,122.0,257.0,352.0,74.0,379.0,364.0,24.854,14.9385,20.0845,14.008,70.73450000000001,186.98,19.289500000000004,282.035,24.348,8.415,4.1
78,163579,"San Felice, Bell'Aja",San Felice,Italy,Toscana,Red,Table,13.5,16~18,1,3,3,3,0,2017,750,43.35081149687501,11.467902484559106,279.0,97.0,377.0,538.0,71.0,272.0,351.0,26.776,13.976,20.4305,12.444,63.89149999999999,266.21000000000004,15.2685,278.5685,24.0485,8.395,3.8
79,163590,"Tenuta di Arceno Arcanum, Valadorna",Tenuta di Arceno,Italy,Toscana,Red,Table,14~15,16~18,1,3,4,4,280000,2013,750,43.380307776970845,11.511851668249196,307.0,85.0,331.0,544.0,70.0,282.0,387.0,25.115,13.328,19.185,11.6095,66.0685,416.24,16.0535,257.26300000000003,22.201000000000004,7.87,4.1
80,163609,"Valori, Inkiostro",Valori,Italy,Abruzzo,Red,Table,,,1,3,3,3,0,2015,750,42.78785640000662,13.827079881714246,253.0,114.0,357.0,273.0,78.0,148.0,495.0,23.3415,13.306,18.6875,11.777,66.1855,28.79,19.6795,259.761,22.4205,7.98,3.6
81,163758,"Cecchi, La Mora Merlot di Toscana",Cecchi,Italy,Toscana,Red,Table,13~14,15~17,1,4,3,3,0,2016,750,46.1377869,13.3375898,339.0,167.0,220.0,512.0,65.0,374.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
82,163763,"Monte guelfo, I Merli",Cecchi,Italy,Toscana,Red,Table,13~14,15~17,1,2,3,3,0,2018,750,46.1377869,13.3375898,339.0,167.0,220.0,512.0,65.0,374.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
83,164309,"BrandLand SRL, Chiorri Selezione Merlot Colli Perugini",SRL BrandLand SRL,Italy,Umbria,Red,Table,,,1,3,4,3,0,2015,750,43.002607102601104,12.356593584654668,269.0,97.0,338.0,278.0,76.0,229.0,433.0,26.256,13.339499999999996,19.638,10.532,59.7625,424.37,21.962,261.84950000000003,22.6115,8.025,3.5
