,id,name,producer,nation,local1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,latitudine,longitudine,cec,cfvo,clay,nitrogen,phh2o,sand,silt,tempmax,tempmin,temp,dew,humidity,precip,windspeed,solarradiation,solarenergy,uvindex,score
84,164359,"Piera Martellozzo, Terre Magre Merlot Friuli",1899 Piera Martellozzo 1899,Italy,Friuli Venezia Giulia,Red,Table,,,1,3,3,3,0,0,750,46.00906883255711,12.651772272909891,319.0,122.0,195.0,604.0,67.0,334.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
85,164643,"Caccia al Piano, Ruit Hora Bolgheri",Caccia al Piano,Italy,Toscana,Red,Table,14,15~17,1,5,5,5,0,2013,750,43.19560487063983,10.611690788571766,254.0,143.0,243.0,294.0,77.0,374.0,383.0,23.793500000000005,14.6875,19.3225,13.178,70.433,236.09,20.503,266.215,22.9835,8.12,4.2
86,165119,Il Principe Della Faggeta,Luca Menicucci,Italy,Toscana,Red,Table,,,1,3,4,4,0,2014,750,42.31783304315287,14.30926116634859,292.0,120.0,317.0,372.0,74.0,261.0,422.0,23.8125,14.0165,19.185,13.135,69.65449999999998,418.9,20.213,252.8055,21.813500000000005,7.81,3.5
87,165251,"Masseria Lanzolla, Lucerio",Masseria Lanzolla,Italy,Basilicata,Red,Table,,,1,3,3,4,0,0,750,40.35920533011633,16.646357410447546,245.0,148.0,351.0,335.0,75.0,204.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
88,165302,"Tolaini, Al Passo Toscana",Tolaini,Italy,Toscana,Red,Table,,,1,3,3,3,43000,2014,750,43.38198854350965,11.39076505475828,289.0,95.0,309.0,293.0,76.0,324.0,368.0,24.773000000000003,13.5245,19.1115,12.3705,68.178,333.66,16.64,256.6615,22.162000000000003,7.83,4.0
89,165383,"Feudi, Campo Alle Comete Stupore",Feudi Feudi di San Gregorio,Italy,Toscana,Red,Table,,,1,3,4,4,90000,2015,750,40.911157947085776,14.867446652797806,260.0,133.0,312.0,379.0,73.0,304.0,384.0,23.081000000000003,15.1665,19.192,12.124,65.6285,307.18,18.509,266.3955,22.988000000000003,8.145,4.0
90,165619,Cielo 9 Frizzante Rosato,Cielo e Terra,Italy,Veneto,Sparkling,Table,9,10~12,2,3,2,1,39000,0,750,45.49838668866111,11.361630912156455,253.0,168.0,306.0,500.0,71.0,224.0,470.0,20.2505,10.249,15.229,10.0085,73.3805,238.17,20.099,221.7085,19.1465,6.92,3.2
91,166008,"Denis Montanar, Borc Dodon Merlot",Denis Montanar,Italy,Friuli Venezia Giulia,Red,Table,12~13,16~18,1,4,3,2,126000,2015,750,45.80771453027569,13.371388853013608,370.0,148.0,328.0,633.0,70.0,141.0,531.0,25.3975,14.434499999999998,19.918,12.343,64.41900000000001,494.47,17.887000000000004,245.18400000000003,21.165,7.45,3.6
92,166029,"Bixio Poderi, DESMONTA' Nero D'arcole",Bixio Poderi,Italy,Veneto,Red,Table,15,15~17,1,3,4,3,0,2013,750,45.401552,11.229624,297.0,130.0,238.0,531.0,69.0,295.0,466.0,24.4525,15.184,19.8395,13.3025,68.8785,661.21,16.479499999999998,236.4685,20.4265,7.29,3.7
93,166032,Denxo Desmonta,Bixio Poderi,Italy,Veneto,Red,Table,15.5,15~17,1,3,3,3,0,2010,750,45.401552,11.229624,297.0,130.0,238.0,531.0,69.0,295.0,466.0,24.825,14.765999999999998,19.819000000000003,13.638,72.45549999999999,639.1800000000001,16.480999999999998,240.0805,20.727,7.375,4.6
94,166034,"Canal Grando, Rosso Venezia",Bosco Viticultori  Vigna Dogarina,Italy,Friuli Venezia Giulia,Red,Table,14,15~17,1,3,3,3,0,2017,750,45.70460127167612,12.476667539517802,302.0,106.0,259.0,576.0,72.0,235.0,505.0,24.5025,15.613499999999998,20.132,13.884499999999996,69.616,653.8799999999999,16.905500000000004,239.73,20.708,7.38,3.5
95,166035,Conte Priuli Rosso Cuvee Standard,Bosco Viticultori  Vigna Dogarina,Italy,,Red,Table,13,15~17,1,3,4,3,0,2018,750,45.70460127167612,12.476667539517802,302.0,106.0,259.0,576.0,72.0,235.0,505.0,25.378,16.519000000000002,20.923,14.6195,69.3285,486.66,15.8255,228.873,19.756,8.31,3.5
96,166040,"Branchini, Merlot Rubicone",1858 Branchini 1858,Italy,EmiliaRomagna,Red,Table,13.5,15~17,1,4,3,3,0,2017,750,44.41271578949152,11.654973281786203,260.0,86.0,393.0,500.0,72.0,159.0,448.0,25.878,14.6205,20.133,13.754,69.45,337.56999999999994,11.6425,259.39000000000004,22.401,7.87,3.5
97,166060,"Borgo Magredo, Merlot",SPA Genagricola SPA,Italy,Friuli Venezia Giulia,Red,Table,13,15~17,1,3,3,2,0,2018,750,46.09570084527681,12.846088735832206,321.0,164.0,208.0,602.0,69.0,359.0,433.0,24.8285,13.6415,19.2345,13.665,72.52,631.53,14.4975,222.646,19.219,7.455,3.4
98,166062,"Torre Rosazza, Altromerlot",SPA Genagricola SPA,Italy,Friuli Venezia Giulia,Red,Table,14.5,15~17,1,3,3,3,0,2015,750,46.021077879190194,13.41307465858648,363.0,145.0,232.0,438.0,64.0,308.0,461.0,24.227000000000004,13.0145,18.326,11.2335,66.2055,712.79,15.5645,236.4075,20.411,7.21,4.0
99,166087,Serprimo Rosso,Poggio Di Guardia,Italy,Toscana,Red,Table,13.5,16~18,1,3,4,3,54000,2018,750,43.52777254421717,11.425999159894277,271.0,116.0,235.0,702.0,66.0,303.0,462.0,26.370500000000003,14.8045,20.713999999999995,13.2375,65.812,300.52,16.4355,278.92850000000004,24.0125,7.38,3.9
100,166089,Poggio Di Guardia Rosso,Poggio Di Guardia,Italy,Toscana,Red,Table,14,16~18,1,2,5,4,152000,2016,750,43.52777254421717,11.425999159894277,271.0,116.0,235.0,702.0,66.0,303.0,462.0,26.2095,14.4145,20.1945,13.2705,67.7225,293.63,15.1965,258.63699999999994,22.335,7.915,3.9
101,166234,"Famiglia Cotarella, Sodale Merlot",Famiglia Cotarella,Italy,Lazio,Red,Table,,,1,3,3,3,0,2016,750,42.65212666867509,12.24430305796964,266.0,104.0,292.0,290.0,74.0,248.0,460.0,23.849,11.614,17.434,11.1235,69.164,296.03,20.827,260.9055,22.523000000000003,7.945,3.8
102,166257,"Podere La Regola, Ligustro",Podere La Regola,Italy,Toscana,Red,Table,,,1,3,3,3,0,2017,750,43.36527052222222,10.593618455555555,291.0,103.0,329.0,462.0,71.0,321.0,350.0,26.197,14.97,20.5905,13.393,66.8145,247.7,18.3675,282.035,24.348,8.415,3.8
103,166268,"Rocca delle Macie, Rubizzo",Rocca delle Macie,Italy,Toscana,Red,Table,,,1,3,3,3,0,2017,750,43.436326143337055,11.271265190068254,263.0,95.0,333.0,339.0,76.0,310.0,358.0,26.9255,14.6495,20.784,12.6775,63.39950000000001,263.18000000000006,15.721000000000002,278.5685,24.0485,8.395,3.6
104,166272,"Rocca di Castagnoli, La Pratola",Rocca di Castagnoli,Italy,Toscana,Red,Table,,,1,3,3,3,0,2013,750,43.461669783333335,11.43091450256181,326.0,97.0,349.0,611.0,67.0,286.0,365.0,24.889,13.517,19.171000000000003,11.74,66.30199999999999,436.83,14.9625,257.26300000000003,22.201000000000004,7.87,4.0
105,166415,"Paraschos, π Merlot",Paraschos,Italy,Friuli Venezia Giulia,Red,Table,,,1,3,4,3,84000,2012,750,45.96583257911489,13.589925280002904,333.0,97.0,252.0,564.0,57.0,283.0,465.0,24.903,13.745,19.47,11.968,64.51899999999999,899.67,16.8475,251.90850000000003,21.753,7.58,3.8
106,166544,"Ca'di Rajo, Merlot",Cadi Rajo Wines,Italy,Veneto,Red,Table,12~13,15~17,1,3,3,4,37000,2018,750,45.81187754459006,12.397202099049755,290.0,129.0,298.0,591.0,69.0,237.0,465.0,25.725,16.569000000000003,21.032,14.8225,69.8485,530.8299999999999,15.223,228.1935,19.6925,8.28,3.4
107,166559,"Poggio al Chiuso, Voltaccia 49 Rosso",Poggio al Chiuso,Italy,Toscana,Red,Table,14~15,15~17,1,3,3,3,80000,2015,750,43.56893122619531,11.16702619894823,284.0,125.0,327.0,338.0,74.0,300.0,373.0,25.8575,14.153999999999998,20.054,12.0975,63.861,334.79,19.2085,264.085,22.797000000000004,7.975,4.0
108,166944,"Villa A Sesta, VAS Toscana IGT",Villa A Sesta,Italy,Toscana,Red,Table,13~14,16~18,1,4,4,3,110000,2013,750,43.38530277204741,11.479270878141785,268.0,81.0,415.0,303.0,74.0,261.0,324.0,25.1575,13.445500000000004,19.2645,11.694499999999998,66.0075,408.04,15.924,257.26300000000003,22.201000000000004,7.87,3.9
109,166990,"Omina Romana, Hermes Diactoros Rosso ",Omina Romana,Italy,Lazio,Red,Table,13~14,16~18,1,4,3,3,76000,2014,750,41.64016201526508,12.736918336972524,277.0,90.0,362.0,282.0,71.0,282.0,356.0,24.5915,15.0135,19.823,14.918,75.1095,500.28,18.8935,267.75350000000003,23.1275,8.175,3.9
110,166991,"Omina Romana, Merlot ",Omina Romana,Italy,Lazio,Red,Table,13~14,16~18,1,3,4,4,160000,2013,750,41.64016201526508,12.736918336972524,277.0,90.0,362.0,282.0,71.0,282.0,356.0,25.1255,15.3355,20.1855,14.6755,73.095,396.49,19.725,267.184,23.0905,8.19,4.3
111,166993,"Omina Romana, Linea Ars Magna Merlot ",Omina Romana,Italy,Lazio,Red,Table,14~15,16~18,1,4,4,5,460000,2015,750,41.64016201526508,12.736918336972524,277.0,90.0,362.0,282.0,71.0,282.0,356.0,26.011000000000003,16.204,21.097,15.081,70.52600000000001,217.63,18.959,266.833,23.04,8.15,4.4
112,167046,"Terpin, Rosso",Terpin,Italy,Friuli Venezia Giulia,Red,Table,,,1,3,4,4,0,2014,750,45.9831085,13.5870828,374.0,107.0,279.0,653.0,63.0,203.0,518.0,22.831000000000003,12.4845,17.7365,11.8145,70.729,766.0,14.228,234.7,20.2505,7.18,3.9
113,167068,"Draga, Miklus Collio Rosso",Draga,Italy,Friuli Venezia Giulia,Red,Table,13~14,16~18,1,3,4,4,0,2015,750,45.9831085,13.5870828,374.0,107.0,279.0,653.0,63.0,203.0,518.0,24.384,13.249,18.7525,11.559499999999998,66.527,747.2099999999999,15.562,245.18400000000003,21.165,7.45,3.9
114,167111,"Petra, Quercegobbe 10 Anniversary",Petra,Italy,Toscana,Red,Table,14~15,16~18,1,3,3,3,170000,2010,750,43.05264453636364,10.703719358013432,258.0,109.0,256.0,277.0,76.0,325.0,419.0,23.031,14.0345,18.7775,12.9735,71.2195,291.87,20.0085,264.30400000000003,22.8275,8.03,4.1
115,167773,Prima Pietra Verona Rosso,Cantina di Monteforte,Italy,Veneto,Red,Table,13~14,16~18,1,3,3,3,0,2018,750,45.42402070034508,11.290826526013875,255.0,98.0,270.0,486.0,69.0,300.0,430.0,25.7325,15.438000000000002,20.573500000000003,13.6185,66.983,190.36,14.3725,198.66,17.136,7.11,3.6
116,167894,Asio Otus Rosso,MGM Mondo del Vino,Italy,Cabernet Sauvignon,Red,Table,13~14,16~18,1,3,4,3,0,0,0,44.201889158627786,12.074302333918032,276.0,105.0,364.0,510.0,76.0,162.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
117,167943,"Tenuta di Arceno, Arcanum Il Fauno",Tenuta di Arceno,Italy,Toscana,Red,Table,14.5~15.5,16~18,1,3,4,5,110000,2017,750,43.38041694654169,11.511969685448864,307.0,85.0,331.0,544.0,70.0,282.0,387.0,26.7395,13.784,20.3315,12.403999999999998,64.1795,271.99,15.1525,278.5685,24.0485,8.395,4.3
118,168330,"Brancaia, Il Rosato",Brancaia,Italy,Toscana,Rose,"Appetizer, Table",12.5,10~12,1,3,3,1,0,2019,750,43.4904233888889,11.378226782270216,311.0,94.0,302.0,497.0,71.0,356.0,342.0,26.351,14.7815,20.633,13.546,67.13850000000001,384.39,13.089,509.094,43.59799999999999,7.805,3.9
119,168347,"San Felice, Contrada",San Felice,Italy,Toscana,Red,Table,13,16~18,1,3,4,3,0,2017,750,43.35081149687501,11.467902484559106,279.0,97.0,377.0,538.0,71.0,272.0,351.0,26.776,13.976,20.4305,12.444,63.89149999999999,266.21000000000004,15.2685,278.5685,24.0485,8.395,3.5
120,168351,"Castellare, Poggio Al Merli ",Castellare di Castellina,Italy,Toscana,Red,Table,14,16~18,1,3,5,4,268000,2018,750,43.445987110714285,11.27937853016592,278.0,100.0,310.0,404.0,74.0,351.0,339.0,26.422,14.992,20.7195,13.705,67.464,287.85,17.067999999999998,283.2645,24.3835,7.38,4.5
121,140831,"Frescobaldi, Lamaione",Frescobaldi,Italy,Toscana,Red,Table,14~15,17~20,1,3,3,3,125000,2014,750,43.541129,11.409924,286.0,119.0,248.0,702.0,64.0,308.0,444.0,25.017,13.6965,19.298,12.500500000000002,68.027,340.13,16.9175,249.9115,21.584,7.65,4.4
122,140832,"Luce Della Vite, Lucente",Luce Della Vite,Italy,Toscana,Red,Table,14~15,16~18,1,3,4,4,90000,2015,750,43.541129,11.417494,282.0,119.0,260.0,704.0,64.0,297.0,443.0,26.236,14.231,20.307,12.3105,63.922,327.89,16.895,260.633,22.522,7.945,4.0
123,141885,"Bellenda, Colli di Conegliano Rosso Contrada di Concenigo",Bellenda,Italy,Veneto,Red,Table,14,16~18,2,3,3,3,0,2015,750,43.541129,12.288534,292.0,100.0,332.0,465.0,71.0,254.0,415.0,24.247,15.0425,19.4675,11.957,64.1695,483.78,15.726,256.05300000000005,22.11,7.87,3.4
124,143447,"Tenuta San Leonardo, Planeta Merlot",Tenuta San Leonardo,Italy,TrentinoAlto Adige,Red,Table,13,16~18,1,3,3,3,0,2015,750,43.541129,10.932077,265.0,102.0,323.0,538.0,65.0,293.0,384.0,24.98,14.0375,19.539,12.1625,65.6335,359.84,19.198,264.085,22.797000000000004,7.975,3.7
125,143449,Villa Gresti di San Leonardo,Tenuta San Leonardo,Italy,TrentinoAlto Adige,Red,Table,,,1,4,3,3,60000,2011,750,43.541129,10.932077,265.0,102.0,323.0,538.0,65.0,293.0,384.0,26.402,14.7175,20.5205,12.36,63.086000000000006,242.45,18.1575,272.6315,23.550500000000003,8.225,4.0
126,144863,"Frescobaldi, Giramonte",Frescobaldi,Italy,Toscana,Red,Table,14.5,16~18,1,3,3,3,0,1999,750,43.541129,11.409924,286.0,119.0,248.0,702.0,64.0,308.0,444.0,26.29191919191919,16.170707070707067,21.00050505050505,14.747474747474747,70.14570707070708,21.1,20.02525252525253,,,,4.1
127,145590,"Terlan, Torilan",Cantina Terlan,Italy,,Red,Table,13,16~18,1,3,4,3,0,2016,750,43.541129,11.252866,273.0,106.0,376.0,494.0,73.0,242.0,383.0,26.426,14.905,20.5355,13.651999999999996,67.923,232.12,15.833000000000002,258.63699999999994,22.335,7.915,3.7
128,146055,"Alois Lageder, Potrico Dei Leoni Rosso",Alois Lageder,Italy,TrentinoAlto Adige,Red,Table,13.3,17~19,1,3,3,3,0,2003,750,43.541129,11.207455,273.0,86.0,367.0,530.0,73.0,262.0,371.0,27.906,15.754,21.589,12.2335,58.492,244.85,19.979,,,,4.0
129,146823,"Frescobaldi, Danzante Merlot",Frescobaldi,Italy,Sicilia,Red,Table,13.5,16~18,1,3,3,2,0,2006,750,43.541129,11.409924,286.0,119.0,248.0,702.0,64.0,308.0,444.0,24.978500000000004,14.1795,19.498,11.809499999999998,64.26795,326.65,14.473,,,,3.5
130,146905,"Attems, Merlot",Attems,Italy,,Red,Table,13.5,16~18,1,3,3,3,0,2007,750,43.541129,13.503621,262.0,92.0,424.0,269.0,79.0,115.0,461.0,23.753,16.9125,20.393,13.2075,65.58585,396.73,19.366,,,,3.3
131,147226,"Poli, Sarpa di Poli Riserva",Poli,Italy,Veneto,Hard,Etc,40,,1,1,5,1,0,2017,750,43.541129,11.644943,250.0,98.0,305.0,459.0,76.0,296.0,399.0,26.664,13.2415,20.057,12.3,64.972,288.81,15.0155,273.182,23.5715,8.2,4.2
132,147339,"Castello Delle Regine, Merlot",Castello Delle Regine,Italy,Umbria,Red,Table,14.5,16~19,1,3,4,3,102000,2013,750,43.541129,12.44294,278.0,128.0,380.0,672.0,68.0,207.0,413.0,22.655,14.217,18.166,10.9485,65.60600000000001,414.29,17.226999999999997,248.943,21.493,7.695,4.0
133,147593,"Sette Ponti, Oreno",Tenuta Sette Ponti,Italy,Toscana,Red,Table,14.5,15~17,1,3,5,4,210000,2017,750,43.541129,11.753652,321.0,98.0,317.0,531.0,73.0,283.0,400.0,26.387500000000003,12.7125,19.701500000000003,12.1235,65.67,295.06000000000006,15.4395,273.182,23.5715,8.2,4.3
134,148626,Tesco Merlot,Tesco Group Tesco Simply Wine,Italy,Veneto,Red,Table,12,16~18,1,3,3,3,9900,2009,750,43.541129,11.250241,276.0,97.0,382.0,406.0,75.0,246.0,371.0,26.813500000000005,14.646999999999998,20.669,11.8625,61.27085,299.38,18.9135,,,,2.6
135,150947,Ter Vinum Rosso,Foffani,Italy,Friuli Venezia Giulia,Red,Table,12.5,15~17,1,3,3,3,37000,2006,750,43.541129,13.331624,261.0,132.0,425.0,282.0,79.0,124.0,451.0,23.436,13.9735,18.870500000000003,11.9875,65.8741,539.53,19.8385,,,,3.5
136,150948,Ter Vinum Merlot Bianco,Foffani,Italy,Friuli Venezia Giulia,White,Table,13,10~12,2,3,2,1,37000,2013,750,43.541129,13.331624,261.0,132.0,425.0,282.0,79.0,124.0,451.0,23.4715,14.141999999999998,19.0285,13.383000000000004,71.98549999999999,144.5,20.51,252.5385,21.7985,7.71,3.5
137,151719,Foffani Merlot Riserva,Foffani,Italy,Friuli Venezia Giulia,Red,Table,13,16~18,1,3,3,3,58000,2009,750,43.541129,13.331624,261.0,132.0,425.0,282.0,79.0,124.0,451.0,24.4,15.1925,20.085500000000003,13.7345,69.7346,279.89,21.137,,,,3.8
138,152528,Il Borro,Il Borro,Italy,Toscana,Red,Table,14~15,16~18,1,4,5,4,193000,2016,750,43.541129,11.716585,288.0,88.0,312.0,452.0,75.0,303.0,385.0,25.156,12.446,18.6865,12.021,68.85950000000001,503.6,15.414,258.63699999999994,22.335,7.915,4.2
139,152623,"Petrolo, Galatrona ",Petrolo,Italy,Toscana,Red,Table,,,1,3,5,3,400000,2018,750,43.541129,11.580785,253.0,91.0,309.0,384.0,76.0,306.0,385.0,25.864,14.3455,20.436,13.036,65.992,348.46,15.459,220.429,19.031,7.97,4.4
140,153121,"Gaja, Promis",Gaja,Italy,Toscana,Red,Table,13~14,16~18,1,4,4,4,110000,2018,750,43.541129,8.079281,,,,,,,,23.070500000000003,17.4745,20.133000000000003,14.693499999999998,72.2485,326.24,20.548,247.111,21.352,7.485,4.0
141,153131,"Gaja, Ca'Marcanda",Gaja,Italy,Toscana,Red,Table,14~15,16~18,1,4,5,4,336000,2017,750,43.541129,8.079281,,,,,,,,22.2475,16.7245,19.33,13.8375,72.20249999999999,154.54999999999998,23.9245,271.029,23.419,8.12,4.1
142,153492,"Valturio, CHIU",Valturio,Italy,Cabernet Sauvignon,Red,Table,13.5,16~18,1,3,5,4,180000,2009,750,43.541129,12.455011,271.0,128.0,379.0,671.0,68.0,218.0,403.0,23.953000000000003,15.143,19.346499999999995,11.4725,63.8284,409.09,17.508499999999998,,,,3.9
143,154056,"Soprano, Rosso Sweet",Soprano,Italy,,Red,Table,,,4,1,4,2,0,2019,750,43.541129,7.953705,,,,,,,,22.5615,16.8555,19.5475,13.8855,71.316,241.73,19.216,211.75300000000004,18.2855,7.39,3.1
144,154611,"Alois Lageder, Riff Merlot Cabernet",Alois Lageder,Italy,TrentinoAlto Adige,Red,Table,13.5,16~18,1,4,3,3,25000,2011,750,43.541129,11.207455,273.0,86.0,367.0,530.0,73.0,262.0,371.0,26.753,14.582,20.6065,11.905500000000002,61.29,263.47,18.3155,272.6315,23.550500000000003,8.225,3.1
145,155178,"Rocca di Montegrossi, Geremia Super Tuscan",Rocca Di Montegrossi,Italy,Toscana,Red,Table,14~15,17~19,1,3,4,4,158000,2015,750,43.541129,11.417463,282.0,119.0,260.0,704.0,64.0,297.0,443.0,26.236,14.231,20.307,12.3105,63.9215,327.89,16.895,260.633,22.522,7.945,4.2
146,161459,Corte Giara Merlot,Corte Giara,Italy,Veneto,Red,Table,13,16~18,1,2,3,3,37500,2014,750,43.541129,10.784419,271.0,120.0,294.0,457.0,74.0,295.0,410.0,23.217,13.5385,18.29,12.8465,72.7575,364.36,19.6995,255.334,22.053,7.73,3.0
147,162186,"Corte Giara, Merlot Corvina",Corte Giara,Italy,Veneto,Red,Table,12~13,16~18,1,3,3,2,42000,2019,750,43.541129,10.784419,271.0,120.0,294.0,457.0,74.0,295.0,410.0,24.7595,14.127,19.409,13.0875,69.613,336.2,15.121,756.4925,64.40549999999999,8.02,3.3
148,167076,"Val Delle Rose, Aurelio",Val delle Rose,Italy,Toscana,Red,Table,13~14,16~18,1,4,4,3,0,2016,750,43.541129,11.187742,252.0,93.0,345.0,485.0,76.0,259.0,395.0,26.454,14.961,20.571,13.697,67.93,224.48,15.946999999999996,264.981,22.873999999999995,8.08,3.9
149,167437,"Il Borro, Borrigiano ",Il Borro,Italy,Toscana,Red,Table,13~14,16~18,1,4,4,4,60000,2018,750,43.541129,11.716585,288.0,88.0,312.0,452.0,75.0,303.0,385.0,25.453500000000005,13.775,20.184,12.873,66.245,388.73,15.3625,232.63799999999995,20.097,8.05,3.6
