,Unnamed: 0,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,latitudine,longitudine,cec,cfvo,clay,nitrogen,phh2o,sand,silt
11033,11033,154047,"Cantina Colli Euganei, MotoRosso",Cantina Colli Euganei,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,Sangiovese,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750,45.302574,11.763046,,,,,,,
11042,11042,154056,"Soprano, Rosso Sweet",Soprano,Italy,,,,,Merlot,Sangiovese,,,,,,,,,,,Red,Table,,,SWEET4,ACIDITY1,BODY4,TANNIN2,0,0,750,38.26741356943311,15.480112760062271,,,,,,,
11425,11425,154611,"Alois Lageder, Riff Merlot Cabernet",Alois Lageder,Italy,TrentinoAlto Adige,,,,Merlot,Cabernet Sauvignon,Lagrein,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,25000,2011,750,46.2873885,11.2098464,,,,,,,
11736,11736,155178,"Rocca di Montegrossi, Geremia Super Tuscan",Rocca Di Montegrossi,Italy,Toscana,Chianti,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,158000,2015,750,43.4682951,11.4342003,,,,,,,
12664,12664,156938,"Sassoregale, Merlot",Sassoregale Tenuta Sassoregale,Italy,Toscana,Maremma,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750,43.60827611440235,11.303777155034407,,,,,,,
12671,12671,156952,"Donnafugata, Angheli",Donnafugata,Italy,Sicilia,,,,Merlot,Nero d'Avola,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,79000,2016,750,37.79586601848224,12.465858454596376,,,,,,,
12740,12740,157075,"Feudi, di San Gregorio Patrimo",Feudi Feudi di San Gregorio,Italy,Campania,,,,Merlot,,,,,,,,,,,,Red,Table,14,10~12,SWEET1,ACIDITY3,BODY4,TANNIN3,450000,2013,750,40.9111903792142,14.867403737682805,,,,,,,
12964,12964,157662,Ornellaia Le Serre Nuove,Ornellaia,Italy,Toscana,Bolgheri,,,Merlot,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,165000,2012,750,43.2340065,10.6179334,,,,,,,
13232,13232,158340,"Feudi del Pisciotto, Baglio Syrah Merlot",Feudi del Pisciotto,Italy,Sicilia,,,,Merlot,Syrah & Shiraz,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,55000,2014,750,37.115731110448216,14.411943195222069,,,,,,,
13453,13453,158747,Cesari Boscarel,Cesari,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,Sangiovese,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,32000,2016,750,45.3126594,10.0084935,,,,,,,
13538,13538,158862,Gran Passione,Casa Vinicola Botter,Italy,Veneto,,,,Merlot,Corvina,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY2,BODY3,TANNIN3,80000,2013,750,45.6461543,12.513359,,,,,,,
13825,13825,159284,"La Tordera, Gabry Rose Spumante",La Tordera,Italy,Veneto,,,,Merlot,Incrocio Manzoni,,,,,,,,,,,Sparkling,Table,12,6~8,SWEET1,ACIDITY3,BODY3,TANNIN1,58000,0,750,45.8616409,12.0387488,,,,,,,
14398,14398,160245,Aia Vecchia Lagone,Aia Vecchia,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750,43.169256947555915,10.580470864113034,,,,,,,
14475,14475,160460,Giacomo Marengo Armire Langhe,Giacomo Marengo,Italy,Piemonte,Langhe,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,450000,2005,750,43.33029052608695,11.727208821739131,,,,,,,
15308,15308,161459,Corte Giara Merlot,Corte Giara,Italy,Veneto,,,,Merlot,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY2,BODY3,TANNIN3,37500,2014,750,45.54044133897457,10.883538183888104,,,,,,,
15341,15341,161492,"Mezzacorona, Merlot ",Mezzacorona,Italy,TrentinoAlto Adige,,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,31000,2015,750,46.21422227008547,11.12046194871795,,,,,,,
15549,15549,161721,"Barone Montalto, Collezione di Famiglia Merlot",Barone Montalto,Italy,Sicilia,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,62500,2014,750,37.79586601848224,12.465858454596376,,,,,,,
15974,15974,162186,"Corte Giara, Merlot Corvina",Corte Giara,Italy,Veneto,,,,Merlot,Corvina,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,42000,2019,750,45.54044133897457,10.883527455052425,,,,,,,
16664,16664,162922,"Poggio Torselli, Raniero",Poggio Torselli,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750,43.66984987655893,11.196492380114918,,,,,,,
16672,16672,162935,"Mondello, Rinero Veneto Desmonta",Mondello Wines,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750,45.401528909139735,11.229835868539752,,,,,,,
16673,16673,162936,"Mondello, Nero d'Arcole Desmonta",Mondello Wines,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750,45.401528909139735,11.229814410868391,,,,,,,
16675,16675,162938,"Bixio, Denxo Desmonta Super Appassimento",Bixio Poderi,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,Etc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750,45.401552376008695,11.229623726211152,,,,,,,
16697,16697,162961,"Vignano Fanucci, Merlino",Vignano Fanucci,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750,43.55664438103482,11.13055243963164,,,,,,,
16742,16742,163009,"Le Fabbriche, Merlot Palma",Le Fabbriche,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750,43.30160717081344,11.746716738618668,,,,,,,
16810,16810,163084,"Poggio al Tesoro, Il Seggio ",Poggio al Tesoro,Italy,Toscana,Bolgheri,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,138000,2017,750,43.217632259706676,10.614775580769296,,,,,,,
16966,16966,163241,"Franz-Haas, Merlot",FranzHaas,Italy,TrentinoAlto Adige,,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,180000,2016,750,46.32208477928393,11.288035350534866,,,,,,,
17100,17100,163484,"Famiglia Cotarella, Montiano",Famiglia Cotarella,Italy,Lazio,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750,42.652159142044006,12.244261379854033,,,,,,,
17107,17107,163511,"Le Monde, Friuli Merlot",Le Monde,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750,45.86058621041889,12.554067370215646,,,,,,,
17110,17110,163550,Orma Rosso Super Tuscan,Orma,Italy,,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750,43.1655109315899,10.609390766385436,,,,,,,
17111,17111,163551,Passi di Orma the Second,Orma,Italy,,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750,43.1655109315899,10.609390766385436,,,,,,,
17120,17120,163579,"San Felice, Bell'Aja",San Felice,Italy,Toscana,Bolgheri,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750,43.350811496875004,11.467902484559106,,,,,,,
17127,17127,163590,"Tenuta di Arceno Arcanum, Valadorna",Tenuta di Arceno,Italy,Toscana,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,Petit Verdot,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,280000,2013,750,43.380307776970845,11.511851668249196,,,,,,,
17132,17132,163609,"Valori, Inkiostro",Valori,Italy,Abruzzo,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750,42.78785640000662,13.827079881714246,,,,,,,
17260,17260,163758,"Cecchi, La Mora Merlot di Toscana",Cecchi,Italy,Toscana,Maremma,,,Merlot,,,,,,,,,,,,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750,46.1377869,13.3375898,,,,,,,
17265,17265,163763,"Monte guelfo, I Merli",Cecchi,Italy,Toscana,,,,Merlot,Sangiovese,,,,,,,,,,,Red,Table,13~14,15~17,SWEET1,ACIDITY2,BODY3,TANNIN3,0,2018,750,46.1377869,13.3375898,,,,,,,
17765,17765,164309,"BrandLand SRL, Chiorri Selezione Merlot Colli Perugini",SRL BrandLand SRL,Italy,Umbria,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750,43.002607102601104,12.356593584654668,,,,,,,
17766,17766,164310,"Caruso & Minini, Tasari Nero d'Avola Merlot ",Caruso  Minini,Italy,Sicilia,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2018,750,37.91132413797142,12.865364379098846,,,,,,,
17783,17783,164359,"Piera Martellozzo, Terre Magre Merlot Friuli",1899 Piera Martellozzo 1899,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750,46.009068832557105,12.651772272909893,,,,,,,
17998,17998,164643,"Caccia al Piano, Ruit Hora Bolgheri",Caccia al Piano,Italy,Toscana,Bolgheri,,,Merlot,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY5,BODY5,TANNIN5,0,2013,750,43.19560487063983,10.611690788571766,,,,,,,
18115,18115,164766,"Ottella, Gemei",Ottella,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,Corvina Veronese,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2017,750,45.4489556,10.6679923,,,,,,,
18429,18429,165119,Il Principe Della Faggeta,Luca Menicucci,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750,42.31783304315287,14.30926116634859,,,,,,,
18507,18507,165251,"Masseria Lanzolla, Lucerio",Masseria Lanzolla,Italy,Basilicata,,,,Merlot,Negroamaro,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,0,750,40.35920533011633,16.646357410447546,,,,,,,
18535,18535,165302,"Tolaini, Al Passo Toscana",Tolaini,Italy,Toscana,,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,43000,2014,750,43.38198854350965,11.39076505475828,,,,,,,
18616,18616,165383,"Feudi, Campo Alle Comete Stupore",Feudi Feudi di San Gregorio,Italy,Toscana,Bolgheri,,,Merlot,Syrah & Shiraz,Petit Verdot,Cabernet Sauvignon,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,90000,2015,750,40.911157947085776,14.867446652797806,,,,,,,
18807,18807,165619,Cielo 9 Frizzante Rosato,Cielo e Terra,Italy,Veneto,,,,Merlot,,,,,,,,,,,,Sparkling,Table,9,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,39000,0,750,49.0756358,0.9652025944774796,,,,,,,
18901,18901,165756,"Wine Cup, Merlot",Botter,Italy,Veneto,,,,Merlot,,,,,,,,,,,,Red,Table,12,18~20,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,0,187,45.6461543,12.513359,,,,,,,
19134,19134,166008,"Denis Montanar, Borc Dodon Merlot",Denis Montanar,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,126000,2015,750,45.80771453027569,13.371388853013608,,,,,,,
19155,19155,166029,"Bixio Poderi, DESMONTA' Nero D'arcole",Bixio Poderi,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750,45.401552,11.229624,,,,,,,
19158,19158,166032,Denxo Desmonta,Bixio Poderi,Italy,Veneto,,,,Merlot,Cabernet Sauvignon,Etc,,,,,,,,,,Red,Table,15.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2010,750,45.401552,11.229624,,,,,,,
19160,19160,166034,"Canal Grando, Rosso Venezia",Bosco Viticultori  Vigna Dogarina,Italy,Friuli Venezia Giulia,,,,Merlot,Cabernet Sauvignon,Refosco,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750,45.70460127167612,12.476667539517802,,,,,,,
19161,19161,166035,Conte Priuli Rosso Cuvee Standard,Bosco Viticultori  Vigna Dogarina,Italy,,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2018,750,45.70460127167612,12.476667539517802,,,,,,,
19166,19166,166040,"Branchini, Merlot Rubicone",1858 Branchini 1858,Italy,EmiliaRomagna,,,,Merlot,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2017,750,44.412715789491514,11.654973281786205,,,,,,,
19184,19184,166058,V8+ Spumante Rose Sior Lele,SPA Genagricola SPA,Italy,Veneto,,,,Merlot,Pinot Nero,,,,,,,,,,,Sparkling,Appetizer,11,6~8,SWEET2,ACIDITY3,BODY2,TANNIN1,0,0,750,45.75122715147912,12.713395049379209,,,,,,,
19186,19186,166060,"Borgo Magredo, Merlot",SPA Genagricola SPA,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2018,750,46.09570084527681,12.846088735832206,,,,,,,
19188,19188,166062,"Torre Rosazza, Altromerlot",SPA Genagricola SPA,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750,46.021077879190194,13.41307465858648,,,,,,,
19212,19212,166087,Serprimo Rosso,Poggio Di Guardia,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,Sangiovese,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,54000,2018,750,43.527772544217164,11.425999159894275,,,,,,,
19214,19214,166089,Poggio Di Guardia Rosso,Poggio Di Guardia,Italy,Toscana,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,Rebo,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY2,BODY5,TANNIN4,152000,2016,750,43.527772544217164,11.425999159894275,,,,,,,
19328,19328,166234,"Famiglia Cotarella, Sodale Merlot",Famiglia Cotarella,Italy,Lazio,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750,42.65212666867509,12.24430305796964,,,,,,,
19342,19342,166257,"Podere La Regola, Ligustro",Podere La Regola,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750,43.36527052222222,10.593618455555555,,,,,,,
19349,19349,166268,"Rocca delle Macie, Rubizzo",Rocca delle Macie,Italy,Toscana,,,,Merlot,Sangiovese,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750,43.436326143337055,11.271265190068254,,,,,,,
19353,19353,166272,"Rocca di Castagnoli, La Pratola",Rocca di Castagnoli,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750,43.461669783333335,11.43091450256181,,,,,,,
19475,19475,166415,"Paraschos, π Merlot",Paraschos,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,84000,2012,750,45.96583257911489,13.589925280002905,,,,,,,
19592,19592,166544,"Ca'di Rajo, Merlot",Cadi Rajo Wines,Italy,Veneto,,,,Merlot,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN4,37000,2018,750,45.81187754459006,12.397202099049755,,,,,,,
19607,19607,166559,"Poggio al Chiuso, Voltaccia 49 Rosso",Poggio al Chiuso,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,80000,2015,750,43.56893122619531,11.16702619894823,,,,,,,
19978,19978,166944,"Villa A Sesta, VAS Toscana IGT",Villa A Sesta,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,110000,2013,750,43.38530277204741,11.479270878141783,,,,,,,
20023,20023,166990,"Omina Romana, Hermes Diactoros Rosso ",Omina Romana,Italy,Lazio,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,76000,2014,750,41.640162015265076,12.736918336972524,,,,,,,
20024,20024,166991,"Omina Romana, Merlot ",Omina Romana,Italy,Lazio,,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,160000,2013,750,41.640162015265076,12.736918336972524,,,,,,,
20026,20026,166993,"Omina Romana, Linea Ars Magna Merlot ",Omina Romana,Italy,Lazio,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN5,460000,2015,750,41.640162015265076,12.736918336972524,,,,,,,
20076,20076,167046,"Terpin, Rosso",Terpin,Italy,Friuli Venezia Giulia,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750,45.9831085,13.5870828,,,,,,,
20097,20097,167068,"Draga, Miklus Collio Rosso",Draga,Italy,Friuli Venezia Giulia,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750,45.9831085,13.5870828,,,,,,,
20104,20104,167076,"Val Delle Rose, Aurelio",Val delle Rose,Italy,Toscana,Maremma,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2016,750,42.7597261,11.1137389,,,,,,,
20139,20139,167111,"Petra, Quercegobbe 10 Anniversary",Petra,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,170000,2010,750,43.05264453636364,10.703719358013432,,,,,,,
20454,20454,167437,"Il Borro, Borrigiano ",Il Borro,Italy,Toscana,,,,Merlot,Syrah & Shiraz,Sangiovese,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,60000,2018,750,43.5513894,11.7028581,,,,,,,
20785,20785,167773,Prima Pietra Verona Rosso,Cantina di Monteforte,Italy,Veneto,Verona,,,Merlot,Cabernet Sauvignon,Corvina,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2018,750,45.42402070034508,11.290826526013875,,,,,,,
20906,20906,167894,Asio Otus Rosso,MGM Mondo del Vino,Italy,Cabernet Sauvignon,,,,Merlot,Syrah & Shiraz,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,0,44.201889158627786,12.074302333918032,,,,,,,
20953,20953,167943,"Tenuta di Arceno, Arcanum Il Fauno",Tenuta di Arceno,Italy,Toscana,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,Petit Verdot,,,,,,,,,Red,Table,14.5~15.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,110000,2017,750,43.38041694654169,11.511969685448863,,,,,,,
21241,21241,168330,"Brancaia, Il Rosato",Brancaia,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Rose,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2019,750,43.4904233888889,11.378226782270215,,,,,,,
21255,21255,168347,"San Felice, Contrada",San Felice,Italy,Toscana,,,,Merlot,Sangiovese,Cabernet Sauvignon,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2017,750,43.350811496875004,11.467902484559106,,,,,,,
21259,21259,168351,"Castellare, Poggio Al Merli ",Castellare di Castellina,Italy,Toscana,,,,Merlot,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,268000,2018,750,43.445987110714285,11.27937853016592,,,,,,,
