"","id","name","producer","nation","abv","degree","sweet","acidity","body","tannin","price","year","ml","latitudine","longitudine","cec","cfvo","clay","nitrogen","phh2o","sand","silt","tempmax","tempmin","temp","dew","humidity","precip","windspeed","solarradiation","solarenergy","uvindex","score","local1_Cat","type_Hard","type_Red","type_Rose","type_Sparkling","type_White","use_Appetizer..Table","use_Etc","use_Table"
"86",164643,"Caccia al Piano, Ruit Hora Bolgheri","Caccia al Piano","Italy",14,16,1,5,5,5,NA,2013,750,43.1956048706398,10.6116907885718,254,143,243,294,77,374,383,23.7935,14.6875,19.3225,13.178,70.433,236.09,20.503,266.215,22.9835,8.12,4.2,12,0,1,0,0,0,0,0,1
"87",165119,"Il Principe Della Faggeta","Luca Menicucci","Italy",13.5,0,1,3,4,4,NA,2014,750,42.3178330431529,14.3092611663486,292,120,317,372,74,261,422,23.8125,14.0165,19.185,13.135,69.6545,418.9,20.213,252.8055,21.8135,7.81,3.5,12,0,1,0,0,0,0,0,1
"88",165251,"Masseria Lanzolla, Lucerio","Masseria Lanzolla","Italy",13,0,1,3,3,4,NA,2015,750,40.3592053301163,16.6463574104475,245,148,351,335,75,204,444,26.124,16.56,21.4069,15.4254,71.877,222.37,21.387,263.517,22.738,8.23,2.8,1,0,1,0,0,0,0,0,1
"89",165302,"Tolaini, Al Passo Toscana","Tolaini","Italy",13.5,0,1,3,3,3,43000,2014,750,43.3819885435096,11.3907650547583,289,95,309,293,76,324,368,24.773,13.5245,19.1115,12.3705,68.178,333.66,16.64,256.6615,22.162,7.83,4,12,0,1,0,0,0,0,0,1
"90",165383,"Feudi, Campo Alle Comete Stupore","Feudi Feudi di San Gregorio","Italy",14,0,1,3,4,4,90000,2015,750,40.9111579470858,14.8674466527978,260,133,312,379,73,304,384,23.081,15.1665,19.192,12.124,65.6285,307.18,18.509,266.3955,22.988,8.145,4,12,0,1,0,0,0,0,0,1
"91",165619,"Cielo 9 Frizzante Rosato","Cielo e Terra","Italy",9,11,2,3,2,1,39000,2018,750,45.4983866886611,11.3616309121565,253,168,306,500,71,224,470,20.2505,10.249,15.229,10.0085,73.3805,238.17,20.099,221.7085,19.1465,6.92,3.2,15,0,0,0,1,0,0,0,1
"92",166008,"Denis Montanar, Borc Dodon Merlot","Denis Montanar","Italy",12.5,17,1,4,3,2,126000,2015,750,45.8077145302757,13.3713888530136,370,148,328,633,70,141,531,25.3975,14.4345,19.918,12.343,64.419,494.47,17.887,245.184,21.165,7.45,3.6,6,0,1,0,0,0,0,0,1
"93",166029,"Bixio Poderi, DESMONTA' Nero D'arcole","Bixio Poderi","Italy",15,16,1,3,4,3,NA,2013,750,45.401552,11.229624,297,130,238,531,69,295,466,24.4525,15.184,19.8395,13.3025,68.8785,661.21,16.4795,236.4685,20.4265,7.29,3.7,15,0,1,0,0,0,0,0,1
"94",166032,"Denxo Desmonta","Bixio Poderi","Italy",15.5,16,1,3,3,3,NA,2010,750,45.401552,11.229624,297,130,238,531,69,295,466,24.825,14.766,19.819,13.638,72.4555,639.18,16.481,240.0805,20.727,7.375,4.6,15,0,1,0,0,0,0,0,1
"95",166034,"Canal Grando, Rosso Venezia","Bosco Viticultori  Vigna Dogarina","Italy",14,16,1,3,3,3,NA,2017,750,45.7046012716761,12.4766675395178,302,106,259,576,72,235,505,24.5025,15.6135,20.132,13.8845,69.616,653.88,16.9055,239.73,20.708,7.38,3.5,6,0,1,0,0,0,0,0,1
"96",166035,"Conte Priuli Rosso Cuvee Standard","Bosco Viticultori  Vigna Dogarina","Italy",13,16,1,3,4,3,NA,2018,750,45.7046012716761,12.4766675395178,302,106,259,576,72,235,505,25.378,16.519,20.923,14.6195,69.3285,486.66,15.8255,228.873,19.756,8.31,3.5,15,0,1,0,0,0,0,0,1
"97",166040,"Branchini, Merlot Rubicone","1858 Branchini 1858","Italy",13.5,16,1,4,3,3,NA,2017,750,44.4127157894915,11.6549732817862,260,86,393,500,72,159,448,25.878,14.6205,20.133,13.754,69.45,337.57,11.6425,259.39,22.401,7.87,3.5,5,0,1,0,0,0,0,0,1
"98",166060,"Borgo Magredo, Merlot","SPA Genagricola SPA","Italy",13,16,1,3,3,2,NA,2018,750,46.0957008452768,12.8460887358322,321,164,208,602,69,359,433,24.8285,13.6415,19.2345,13.665,72.52,631.53,14.4975,222.646,19.219,7.455,3.4,6,0,1,0,0,0,0,0,1
"99",166062,"Torre Rosazza, Altromerlot","SPA Genagricola SPA","Italy",14.5,16,1,3,3,3,NA,2015,750,46.0210778791902,13.4130746585865,363,145,232,438,64,308,461,24.227,13.0145,18.326,11.2335,66.2055,712.79,15.5645,236.4075,20.411,7.21,4,6,0,1,0,0,0,0,0,1
"100",166087,"Serprimo Rosso","Poggio Di Guardia","Italy",13.5,17,1,3,4,3,54000,2018,750,43.5277725442172,11.4259991598943,271,116,235,702,66,303,462,26.3705,14.8045,20.714,13.2375,65.812,300.52,16.4355,278.9285,24.0125,7.38,3.9,12,0,1,0,0,0,0,0,1
"101",166089,"Poggio Di Guardia Rosso","Poggio Di Guardia","Italy",14,17,1,2,5,4,152000,2016,750,43.5277725442172,11.4259991598943,271,116,235,702,66,303,462,26.2095,14.4145,20.1945,13.2705,67.7225,293.63,15.1965,258.637,22.335,7.915,3.9,12,0,1,0,0,0,0,0,1
"102",166234,"Famiglia Cotarella, Sodale Merlot","Famiglia Cotarella","Italy",14,0,1,3,3,3,NA,2016,750,42.6521266686751,12.2443030579696,266,104,292,290,74,248,460,23.849,11.614,17.434,11.1235,69.164,296.03,20.827,260.9055,22.523,7.945,3.8,7,0,1,0,0,0,0,0,1
"103",166257,"Podere La Regola, Ligustro","Podere La Regola","Italy",13.5,0,1,3,3,3,NA,2017,750,43.3652705222222,10.5936184555556,291,103,329,462,71,321,350,26.197,14.97,20.5905,13.393,66.8145,247.7,18.3675,282.035,24.348,8.415,3.8,12,0,1,0,0,0,0,0,1
"104",166268,"Rocca delle Macie, Rubizzo","Rocca delle Macie","Italy",12.5,0,1,3,3,3,NA,2017,750,43.4363261433371,11.2712651900683,263,95,333,339,76,310,358,26.9255,14.6495,20.784,12.6775,63.3995,263.18,15.721,278.5685,24.0485,8.395,3.6,12,0,1,0,0,0,0,0,1
"105",166272,"Rocca di Castagnoli, La Pratola","Rocca di Castagnoli","Italy",14,0,1,3,3,3,NA,2013,750,43.4616697833333,11.4309145025618,326,97,349,611,67,286,365,24.889,13.517,19.171,11.74,66.302,436.83,14.9625,257.263,22.201,7.87,4,12,0,1,0,0,0,0,0,1
"106",166415,"Paraschos, π Merlot","Paraschos","Italy",13,0,1,3,4,3,84000,2012,750,45.9658325791149,13.5899252800029,333,97,252,564,57,283,465,24.903,13.745,19.47,11.968,64.519,899.67,16.8475,251.9085,21.753,7.58,3.8,6,0,1,0,0,0,0,0,1
"107",166544,"Ca'di Rajo, Merlot","Cadi Rajo Wines","Italy",12.5,16,1,3,3,4,37000,2018,750,45.8118775445901,12.3972020990498,290,129,298,591,69,237,465,25.725,16.569,21.032,14.8225,69.8485,530.83,15.223,228.1935,19.6925,8.28,3.4,15,0,1,0,0,0,0,0,1
"108",166559,"Poggio al Chiuso, Voltaccia 49 Rosso","Poggio al Chiuso","Italy",14.5,16,1,3,3,3,80000,2015,750,43.5689312261953,11.1670261989482,284,125,327,338,74,300,373,25.8575,14.154,20.054,12.0975,63.861,334.79,19.2085,264.085,22.797,7.975,4,12,0,1,0,0,0,0,0,1
"109",166944,"Villa A Sesta, VAS Toscana IGT","Villa A Sesta","Italy",13.5,17,1,4,4,3,110000,2013,750,43.3853027720474,11.4792708781418,268,81,415,303,74,261,324,25.1575,13.4455,19.2645,11.6945,66.0075,408.04,15.924,257.263,22.201,7.87,3.9,12,0,1,0,0,0,0,0,1
"110",166990,"Omina Romana, Hermes Diactoros Rosso ","Omina Romana","Italy",13.5,17,1,4,3,3,76000,2014,750,41.6401620152651,12.7369183369725,277,90,362,282,71,282,356,24.5915,15.0135,19.823,14.918,75.1095,500.28,18.8935,267.7535,23.1275,8.175,3.9,7,0,1,0,0,0,0,0,1
"111",166991,"Omina Romana, Merlot ","Omina Romana","Italy",13.5,17,1,3,4,4,160000,2013,750,41.6401620152651,12.7369183369725,277,90,362,282,71,282,356,25.1255,15.3355,20.1855,14.6755,73.095,396.49,19.725,267.184,23.0905,8.19,4.3,7,0,1,0,0,0,0,0,1
"112",166993,"Omina Romana, Linea Ars Magna Merlot ","Omina Romana","Italy",14.5,17,1,4,4,5,460000,2015,750,41.6401620152651,12.7369183369725,277,90,362,282,71,282,356,26.011,16.204,21.097,15.081,70.526,217.63,18.959,266.833,23.04,8.15,4.4,7,0,1,0,0,0,0,0,1
"113",167046,"Terpin, Rosso","Terpin","Italy",13,0,1,3,4,4,NA,2014,750,45.9831085,13.5870828,374,107,279,653,63,203,518,22.831,12.4845,17.7365,11.8145,70.729,766,14.228,234.7,20.2505,7.18,3.9,6,0,1,0,0,0,0,0,1
"114",167068,"Draga, Miklus Collio Rosso","Draga","Italy",13.5,17,1,3,4,4,NA,2015,750,45.9831085,13.5870828,374,107,279,653,63,203,518,24.384,13.249,18.7525,11.5595,66.527,747.21,15.562,245.184,21.165,7.45,3.9,6,0,1,0,0,0,0,0,1
"115",167111,"Petra, Quercegobbe 10 Anniversary","Petra","Italy",14.5,17,1,3,3,3,170000,2010,750,43.0526445363636,10.7037193580134,258,109,256,277,76,325,419,23.031,14.0345,18.7775,12.9735,71.2195,291.87,20.0085,264.304,22.8275,8.03,4.1,12,0,1,0,0,0,0,0,1
"116",167773,"Prima Pietra Verona Rosso","Cantina di Monteforte","Italy",13.5,17,1,3,3,3,NA,2018,750,45.4240207003451,11.2908265260139,255,98,270,486,69,300,430,25.7325,15.438,20.5735,13.6185,66.983,190.36,14.3725,198.66,17.136,7.11,3.6,15,0,1,0,0,0,0,0,1
"117",167894,"Asio Otus Rosso","MGM Mondo del Vino","Italy",13.5,17,1,3,4,3,NA,2014,0,44.2018891586278,12.074302333918,276,105,364,510,76,162,474,23.8535,14.2554,19.0904,14.387,76.5689,434.49,19.2125,236.434,20.4184,7.24,3.9,2,0,1,0,0,0,0,0,1
"118",167943,"Tenuta di Arceno, Arcanum Il Fauno","Tenuta di Arceno","Italy",15,17,1,3,4,5,110000,2017,750,43.3804169465417,11.5119696854489,307,85,331,544,70,282,387,26.7395,13.784,20.3315,12.404,64.1795,271.99,15.1525,278.5685,24.0485,8.395,4.3,12,0,1,0,0,0,0,0,1
"119",168330,"Brancaia, Il Rosato","Brancaia","Italy",12.5,11,1,3,3,1,NA,2019,750,43.4904233888889,11.3782267822702,311,94,302,497,71,356,342,26.351,14.7815,20.633,13.546,67.1385,384.39,13.089,509.094,43.598,7.805,3.9,12,0,0,1,0,0,1,0,0
"120",168347,"San Felice, Contrada","San Felice","Italy",13,17,1,3,4,3,NA,2017,750,43.350811496875,11.4679024845591,279,97,377,538,71,272,351,26.776,13.976,20.4305,12.444,63.8915,266.21,15.2685,278.5685,24.0485,8.395,3.5,12,0,1,0,0,0,0,0,1
"121",168351,"Castellare, Poggio Al Merli ","Castellare di Castellina","Italy",14,17,1,3,5,4,268000,2018,750,43.4459871107143,11.2793785301659,278,100,310,404,74,351,339,26.422,14.992,20.7195,13.705,67.464,287.85,17.068,283.2645,24.3835,7.38,4.5,12,0,1,0,0,0,0,0,1
"122",140831,"Frescobaldi, Lamaione","Frescobaldi","Italy",14.5,18.5,1,3,3,3,125000,2014,750,43.541129,11.409924,286,119,248,702,64,308,444,25.017,13.6965,19.298,12.5005,68.027,340.13,16.9175,249.9115,21.584,7.65,4.4,12,0,1,0,0,0,0,0,1
"123",140832,"Luce Della Vite, Lucente","Luce Della Vite","Italy",14.5,17,1,3,4,4,90000,2015,750,43.541129,11.417494,282,119,260,704,64,297,443,26.236,14.231,20.307,12.3105,63.922,327.89,16.895,260.633,22.522,7.945,4,12,0,1,0,0,0,0,0,1
"124",141885,"Bellenda, Colli di Conegliano Rosso Contrada di Concenigo","Bellenda","Italy",14,17,2,3,3,3,NA,2015,750,43.541129,12.288534,292,100,332,465,71,254,415,24.247,15.0425,19.4675,11.957,64.1695,483.78,15.726,256.053,22.11,7.87,3.4,15,0,1,0,0,0,0,0,1
"125",143447,"Tenuta San Leonardo, Planeta Merlot","Tenuta San Leonardo","Italy",13,17,1,3,3,3,NA,2015,750,43.541129,10.932077,265,102,323,538,65,293,384,24.98,14.0375,19.539,12.1625,65.6335,359.84,19.198,264.085,22.797,7.975,3.7,13,0,1,0,0,0,0,0,1
"126",143449,"Villa Gresti di San Leonardo","Tenuta San Leonardo","Italy",13.5,0,1,4,3,3,60000,2011,750,43.541129,10.932077,265,102,323,538,65,293,384,26.402,14.7175,20.5205,12.36,63.086,242.45,18.1575,272.6315,23.5505,8.225,4,13,0,1,0,0,0,0,0,1
"127",144863,"Frescobaldi, Giramonte","Frescobaldi","Italy",14.5,17,1,3,3,3,NA,1999,750,43.541129,11.409924,286,119,248,702,64,308,444,26.2919191919192,16.1707070707071,21.000505050505,14.7474747474747,70.1457070707071,21.1,20.0252525252525,250.447575,21.6309,7.66475,4.1,12,0,1,0,0,0,0,0,1
"128",145590,"Terlan, Torilan","Cantina Terlan","Italy",13,17,1,3,4,3,NA,2016,750,43.541129,11.252866,273,106,376,494,73,242,383,26.426,14.905,20.5355,13.652,67.923,232.12,15.833,258.637,22.335,7.915,3.7,12,0,1,0,0,0,0,0,1
"129",146055,"Alois Lageder, Potrico Dei Leoni Rosso","Alois Lageder","Italy",13.3,18,1,3,3,3,NA,2003,750,43.541129,11.207455,273,86,367,530,73,262,371,27.906,15.754,21.589,12.2335,58.492,244.85,19.979,272.185535,23.511285,8.2161,4,13,0,1,0,0,0,0,0,1
"130",146823,"Frescobaldi, Danzante Merlot","Frescobaldi","Italy",13.5,17,1,3,3,2,NA,2006,750,43.541129,11.409924,286,119,248,702,64,308,444,24.9785,14.1795,19.498,11.8095,64.26795,326.65,14.473,250.040158,21.595256,7.65354,3.5,11,0,1,0,0,0,0,0,1
"131",146905,"Attems, Merlot","Attems","Italy",13.5,17,1,3,3,3,NA,2007,750,43.541129,13.503621,262,92,424,269,79,115,461,23.753,16.9125,20.393,13.2075,65.58585,396.73,19.366,252.466905,21.7925,7.7121,3.3,9,0,1,0,0,0,0,0,1
"132",147226,"Poli, Sarpa di Poli Riserva","Poli","Italy",40,0,1,1,5,1,NA,2017,750,43.541129,11.644943,250,98,305,459,76,296,399,26.664,13.2415,20.057,12.3,64.972,288.81,15.0155,273.182,23.5715,8.2,4.2,15,1,0,0,0,0,0,1,0
"133",147339,"Castello Delle Regine, Merlot","Castello Delle Regine","Italy",14.5,17.5,1,3,4,3,102000,2013,750,43.541129,12.44294,278,128,380,672,68,207,413,22.655,14.217,18.166,10.9485,65.606,414.29,17.227,248.943,21.493,7.695,4,14,0,1,0,0,0,0,0,1
"134",147593,"Sette Ponti, Oreno","Tenuta Sette Ponti","Italy",14.5,16,1,3,5,4,210000,2017,750,43.541129,11.753652,321,98,317,531,73,283,400,26.3875,12.7125,19.7015,12.1235,65.67,295.06,15.4395,273.182,23.5715,8.2,4.3,12,0,1,0,0,0,0,0,1
"135",148626,"Tesco Merlot","Tesco Group Tesco Simply Wine","Italy",12,17,1,3,3,3,9900,2009,750,43.541129,11.250241,276,97,382,406,75,246,371,26.8135,14.647,20.669,11.8625,61.27085,299.38,18.9135,259.3188864,22.3942064,7.930144,2.6,15,0,1,0,0,0,0,0,1
"136",150947,"Ter Vinum Rosso","Foffani","Italy",12.5,16,1,3,3,3,37000,2006,750,43.541129,13.331624,261,132,425,282,79,124,451,23.436,13.9735,18.8705,11.9875,65.8741,539.53,19.8385,252.4996812,21.795205,7.709934,3.5,6,0,1,0,0,0,0,0,1
"137",150948,"Ter Vinum Merlot Bianco","Foffani","Italy",13,11,2,3,2,1,37000,2013,750,43.541129,13.331624,261,132,425,282,79,124,451,23.4715,14.142,19.0285,13.383,71.9855,144.5,20.51,252.5385,21.7985,7.71,3.5,6,0,0,0,0,1,0,0,1
"138",151719,"Foffani Merlot Riserva","Foffani","Italy",13,17,1,3,3,3,58000,2009,750,43.541129,13.331624,261,132,425,282,79,124,451,24.4,15.1925,20.0855,13.7345,69.7346,279.89,21.137,252.50090619,21.79530975,7.7099583,3.8,6,0,1,0,0,0,0,0,1
"139",152528,"Il Borro","Il Borro","Italy",14.5,17,1,4,5,4,193000,2016,750,43.541129,11.716585,288,88,312,452,75,303,385,25.156,12.446,18.6865,12.021,68.8595,503.6,15.414,258.637,22.335,7.915,4.2,12,0,1,0,0,0,0,0,1
"140",152623,"Petrolo, Galatrona ","Petrolo","Italy",14.5,0,1,3,5,3,400000,2018,750,43.541129,11.580785,253,91,309,384,76,306,385,25.864,14.3455,20.436,13.036,65.992,348.46,15.459,220.429,19.031,7.97,4.4,12,0,1,0,0,0,0,0,1
"141",153121,"Gaja, Promis","Gaja","Italy",13.5,17,1,4,4,4,110000,2018,750,43.541129,8.079281,NA,NA,NA,NA,NA,NA,NA,23.0705,17.4745,20.133,14.6935,72.2485,326.24,20.548,247.111,21.352,7.485,4,12,0,1,0,0,0,0,0,1
"142",153131,"Gaja, Ca'Marcanda","Gaja","Italy",14.5,17,1,4,5,4,336000,2017,750,43.541129,8.079281,NA,NA,NA,NA,NA,NA,NA,22.2475,16.7245,19.33,13.8375,72.2025,154.55,23.9245,271.029,23.419,8.12,4.1,12,0,1,0,0,0,0,0,1
"143",153492,"Valturio, CHIU","Valturio","Italy",13.5,17,1,3,5,4,180000,2009,750,43.541129,12.455011,271,128,379,671,68,218,403,23.953,15.143,19.3465,11.4725,63.8284,409.09,17.5085,249.356465,21.528865,7.7053,3.9,2,0,1,0,0,0,0,0,1
"144",154056,"Soprano, Rosso Sweet","Soprano","Italy",14,0,4,1,4,2,NA,2019,750,43.541129,7.953705,NA,NA,NA,NA,NA,NA,NA,22.5615,16.8555,19.5475,13.8855,71.316,241.73,19.216,211.753,18.2855,7.39,3.1,11,0,1,0,0,0,0,0,1
"145",154611,"Alois Lageder, Riff Merlot Cabernet","Alois Lageder","Italy",13.5,17,1,4,3,3,25000,2011,750,43.541129,11.207455,273,86,367,530,73,262,371,26.753,14.582,20.6065,11.9055,61.29,263.47,18.3155,272.6315,23.5505,8.225,3.1,13,0,1,0,0,0,0,0,1
"146",155178,"Rocca di Montegrossi, Geremia Super Tuscan","Rocca Di Montegrossi","Italy",14.5,18,1,3,4,4,158000,2015,750,43.541129,11.417463,282,119,260,704,64,297,443,26.236,14.231,20.307,12.3105,63.9215,327.89,16.895,260.633,22.522,7.945,4.2,12,0,1,0,0,0,0,0,1
"147",161459,"Corte Giara Merlot","Corte Giara","Italy",13,17,1,2,3,3,37500,2014,750,43.541129,10.784419,271,120,294,457,74,295,410,23.217,13.5385,18.29,12.8465,72.7575,364.36,19.6995,255.334,22.053,7.73,3,15,0,1,0,0,0,0,0,1
"148",162186,"Corte Giara, Merlot Corvina","Corte Giara","Italy",12.5,17,1,3,3,2,42000,2019,750,43.541129,10.784419,271,120,294,457,74,295,410,24.7595,14.127,19.409,13.0875,69.613,336.2,15.121,756.4925,64.4055,8.02,3.3,15,0,1,0,0,0,0,0,1
"149",167076,"Val Delle Rose, Aurelio","Val delle Rose","Italy",13.5,17,1,4,4,3,NA,2016,750,43.541129,11.187742,252,93,345,485,76,259,395,26.454,14.961,20.571,13.697,67.93,224.48,15.947,264.981,22.874,8.08,3.9,12,0,1,0,0,0,0,0,1
"150",167437,"Il Borro, Borrigiano ","Il Borro","Italy",13.5,17,1,4,4,4,60000,2018,750,43.541129,11.716585,288,88,312,452,75,303,385,25.4535,13.775,20.184,12.873,66.245,388.73,15.3625,232.638,20.097,8.05,3.6,12,0,1,0,0,0,0,0,1
